,baseline,sleeve25,sleeve50,sleeve75,staged50,full_switch
2022-04-22,114936.13753686326,114936.13753686326,114936.13753686326,114936.13753686326,114936.13753686326,114936.13753686326
2022-04-25,114949.0523313838,114949.0523313838,114949.0523313838,114949.0523313838,114949.0523313838,114949.0523313838
2022-04-26,114952.59726289066,114952.59726289066,114952.59726289066,114952.59726289066,114952.59726289066,114952.59726289066
2022-04-27,114956.14219439751,114956.14219439751,114956.14219439751,114956.14219439751,114956.14219439751,114956.14219439751
2022-04-28,114959.68712590437,114959.68712590437,114959.68712590437,114959.68712590437,114959.68712590437,114959.68712590437
2022-04-29,114963.23205741122,114963.23205741122,114963.23205741122,114963.23205741122,114963.23205741122,114963.23205741122
2022-05-05,114990.20164645232,114990.20164645232,114990.20164645232,114990.20164645232,114990.20164645232,114990.20164645232
2022-05-06,114993.74657795917,114993.74657795917,114993.74657795917,114993.74657795917,114993.74657795917,114993.74657795917
2022-05-09,114747.2511693761,114747.2511693761,114747.2511693761,114747.2511693761,114747.2511693761,114747.2511693761
2022-05-10,113903.35683076833,113903.35683076833,113903.35683076833,113903.35683076833,113903.35683076833,113903.35683076833
2022-05-11,113321.35738580677,113321.35738580677,113321.35738580677,113321.35738580677,113321.35738580677,113321.35738580677
2022-05-12,114427.15355604145,114427.15355604145,114427.15355604145,114427.15355604145,114427.15355604145,114427.15355604145
2022-05-13,113263.15466611835,113263.15466611835,113263.15466611835,113263.15466611835,113263.15466611835,113263.15466611835
2022-05-16,112773.86661415716,112773.86661415716,112773.86661415716,112773.86661415716,112773.86661415716,112773.86661415716
2022-05-17,112777.34935388318,112777.34935388318,112777.34935388318,112777.34935388318,112777.34935388318,112777.34935388318
2022-05-18,112780.8320936092,112780.8320936092,112780.8320936092,112780.8320936092,112780.8320936092,112780.8320936092
2022-05-19,112784.31483333523,112784.31483333523,112784.31483333523,112784.31483333523,112784.31483333523,112784.31483333523
2022-05-20,112787.79757306125,112787.79757306125,112787.79757306125,112787.79757306125,112787.79757306125,112787.79757306125
2022-05-23,112800.48579223933,112800.48579223933,112800.48579223933,112800.48579223933,112800.48579223933,112800.48579223933
2022-05-24,112803.96853196535,112803.96853196535,112803.96853196535,112803.96853196535,112803.96853196535,112803.96853196535
2022-05-25,112807.45127169137,112807.45127169137,112807.45127169137,112807.45127169137,112807.45127169137,112807.45127169137
2022-05-26,112810.9340114174,112810.9340114174,112810.9340114174,112810.9340114174,112810.9340114174,112810.9340114174
2022-05-27,112814.41675114342,112814.41675114342,112814.41675114342,112814.41675114342,112814.41675114342,112814.41675114342
2022-05-30,112554.58038536723,112554.58038536723,112554.58038536723,112554.58038536723,112554.58038536723,112554.58038536723
2022-05-31,113061.99957764467,113061.99957764467,113061.99957764467,113061.99957764467,113061.99957764467,113061.99957764467
2022-06-01,112792.06977002321,112792.06977002321,112792.06977002321,112792.06977002321,112792.06977002321,112792.06977002321
2022-06-02,112688.24999167165,112688.24999167165,112688.24999167165,112688.24999167165,112688.24999167165,112688.24999167165
2022-06-06,116775.44326254407,116775.44326254407,116775.44326254407,116775.44326254407,116775.44326254407,116775.44326254407
2022-06-07,118436.85300608884,118436.85300608884,118436.85300608884,118436.85300608884,118436.85300608884,118436.85300608884
2022-06-08,121157.1637791207,121157.1637791207,121157.1637791207,121157.1637791207,121157.1637791207,121157.1637791207
2022-06-09,119054.5567064505,119054.5567064505,119054.5567064505,119054.5567064505,119054.5567064505,119054.5567064505
2022-06-10,123268.41930891771,123268.41930891771,123268.41930891771,123268.41930891771,123268.41930891771,123268.41930891771
2022-06-13,125579.99801505922,125579.99801505922,125579.99801505922,125579.99801505922,125579.99801505922,125579.99801505922
2022-06-14,125368.44992399095,125368.44992399095,125368.44992399095,125368.44992399095,125368.44992399095,125368.44992399095
2022-06-15,123870.44369935869,123870.44369935869,123870.44369935869,123870.44369935869,123870.44369935869,123870.44369935869
2022-06-16,125154.45267915605,125154.45267915605,125154.45267915605,125154.45267915605,125154.45267915605,125154.45267915605
2022-06-17,131039.4470667827,131039.4470667827,131039.4470667827,131039.4470667827,131039.4470667827,131039.4470667827
2022-06-20,133072.45278119916,133072.45278119916,133072.45278119916,133072.45278119916,133072.45278119916,133072.45278119916
2022-06-21,130825.4498219478,130825.4498219478,130825.4498219478,130825.4498219478,130825.4498219478,130825.4498219478
2022-06-22,131681.45155668136,131681.45155668136,131681.45155668136,131681.45155668136,131681.45155668136,131681.45155668136
2022-06-23,136924.4542098033,136924.4542098033,136924.4542098033,136924.4542098033,136924.4542098033,136924.4542098033
2022-06-24,138315.45543432113,138315.45543432113,138315.45543432113,138315.45543432113,138315.45543432113,138315.45543432113
2022-06-27,138850.45492410538,138850.45492410538,138850.45492410538,138850.45492410538,138850.45492410538,138850.45492410538
2022-06-28,140027.44614839432,140027.44614839432,140027.44614839432,140027.44614839432,140027.44614839432,140027.44614839432
2022-06-29,134035.44676065326,134035.44676065326,134035.44676065326,134035.44676065326,134035.44676065326,134035.44676065326
2022-06-30,135105.4457402217,135105.4457402217,135105.4457402217,135105.4457402217,135105.4457402217,135105.4457402217
2022-07-01,134142.45176076767,134142.45176076767,134142.45176076767,134142.45176076767,134142.45176076767,134142.45176076767
2022-07-04,136817.44920968887,136817.44920968887,136817.44920968887,136817.44920968887,136817.44920968887,136817.44920968887
2022-07-05,137780.4431891429,137780.4431891429,137780.4431891429,137780.4431891429,137780.4431891429,137780.4431891429
2022-07-06,136710.44420957443,136710.44420957443,136710.44420957443,136710.44420957443,136710.44420957443,136710.44420957443
2022-07-07,141311.45512819168,141311.45512819168,141311.45512819168,141311.45512819168,141311.45512819168,141311.45512819168
2022-07-08,137031.44645452377,137031.44645452377,137031.44645452377,137031.44645452377,137031.44645452377,137031.44645452377
2022-07-11,131574.44655656692,131574.44655656692,131574.44655656692,131574.44655656692,131574.44655656692,131574.44655656692
2022-07-12,128257.44461774705,128257.44461774705,128257.44461774705,128257.44461774705,128257.44461774705,128257.44461774705
2022-07-13,131574.44655656692,131574.44655656692,131574.44655656692,131574.44655656692,131574.44655656692,131574.44655656692
2022-07-14,136496.44696473953,136496.44696473953,136496.44696473953,136496.44696473953,136496.44696473953,136496.44696473953
2022-07-15,134677.4512505519,134677.4512505519,134677.4512505519,134677.4512505519,134677.4512505519,134677.4512505519
2022-07-18,136282.44971990463,136282.44971990463,136282.44971990463,136282.44971990463,136282.44971990463,136282.44971990463
2022-07-19,133714.4445157039,133714.4445157039,133714.4445157039,133714.4445157039,133714.4445157039,133714.4445157039
2022-07-20,133393.45502614853,133393.45502614853,133393.45502614853,133393.45502614853,133393.45502614853,133393.45502614853
2022-07-21,130825.4498219478,130825.4498219478,130825.4498219478,130825.4498219478,130825.4498219478,130825.4498219478
2022-07-22,131146.45206689712,131146.45206689712,131146.45206689712,131146.45206689712,131146.45206689712,131146.45206689712
2022-07-25,129220.45135259508,129220.45135259508,129220.45135259508,129220.45135259508,129220.45135259508,129220.45135259508
2022-07-26,130504.44757699846,130504.44757699846,130504.44757699846,130504.44757699846,130504.44757699846,130504.44757699846
2022-07-27,130825.4498219478,130825.4498219478,130825.4498219478,130825.4498219478,130825.4498219478,130825.4498219478
2022-07-28,129006.45410776018,129006.45410776018,129006.45410776018,129006.45410776018,129006.45410776018,129006.45410776018
2022-07-29,129026.77434348057,129026.77434348057,129026.77434348057,129026.77434348057,129026.77434348057,129026.77434348057
2022-08-01,129041.38845306961,129041.38845306961,129041.38845306961,129041.38845306961,129041.38845306961,129041.38845306961
2022-08-02,129045.39982293262,129045.39982293262,129045.39982293262,129045.39982293262,129045.39982293262,129045.39982293262
2022-08-03,129049.41119279564,129049.41119279564,129049.41119279564,129049.41119279564,129049.41119279564,129049.41119279564
2022-08-04,129053.42256265866,129053.42256265866,129053.42256265866,129053.42256265866,129053.42256265866,129053.42256265866
2022-08-05,129057.43393252167,129057.43393252167,129057.43393252167,129057.43393252167,129057.43393252167,129057.43393252167
2022-08-08,129072.0480421107,129072.0480421107,129072.0480421107,129072.0480421107,129072.0480421107,129072.0480421107
2022-08-09,129076.05941197372,129076.05941197372,129076.05941197372,129076.05941197372,129076.05941197372,129076.05941197372
2022-08-10,129080.07078183674,129080.07078183674,129080.07078183674,129080.07078183674,129080.07078183674,129080.07078183674
2022-08-11,129084.08215169975,129084.08215169975,129084.08215169975,129084.08215169975,129084.08215169975,129084.08215169975
2022-08-12,129088.09352156277,129088.09352156277,129088.09352156277,129088.09352156277,129088.09352156277,129088.09352156277
2022-08-15,129102.7076311518,129102.7076311518,129102.7076311518,129102.7076311518,129102.7076311518,129102.7076311518
2022-08-16,129106.71900101482,129106.71900101482,129106.71900101482,129106.71900101482,129106.71900101482,129106.71900101482
2022-08-17,128183.03283993041,128183.03283993041,128183.03283993041,128183.03283993041,128183.03283993041,128183.03283993041
2022-08-18,126739.04067221915,126739.04067221915,126739.04067221915,126739.04067221915,126739.04067221915,126739.04067221915
2022-08-19,126558.53223744666,126558.53223744666,126558.53223744666,126558.53223744666,126558.53223744666,126558.53223744666
2022-08-22,124753.5339588288,124753.5339588288,124753.5339588288,124753.5339588288,124753.5339588288,124753.5339588288
2022-08-23,122226.53421703613,122226.53421703613,122226.53421703613,122226.53421703613,122226.53421703613,122226.53421703613
2022-08-24,122948.53568021095,122948.53568021095,122948.53568021095,122948.53568021095,122948.53568021095,122948.53568021095
2022-08-25,124212.04093042648,124212.04093042648,124212.04093042648,124212.04093042648,124212.04093042648,124212.04093042648
2022-08-26,125114.5400697354,125114.5400697354,125114.5400697354,125114.5400697354,125114.5400697354,125114.5400697354
2022-08-29,119699.53447524345,119699.53447524345,119699.53447524345,119699.53447524345,119699.53447524345,119699.53447524345
2022-08-30,119340.61691587004,119340.61691587004,119340.61691587004,119340.61691587004,119340.61691587004,119340.61691587004
2022-08-31,119344.31732682894,119344.31732682894,119344.31732682894,119344.31732682894,119344.31732682894,119344.31732682894
2022-09-01,119849.84296731246,119849.84296731246,119849.84296731246,119849.84296731246,119849.84296731246,119849.84296731246
2022-09-02,120938.64517382873,120938.64517382873,120938.64517382873,120938.64517382873,120938.64517382873,120938.64517382873
2022-09-05,120258.1458228041,120258.1458228041,120258.1458228041,120258.1458228041,120258.1458228041,120258.1458228041
2022-09-06,120802.54692606223,120802.54692606223,120802.54692606223,120802.54692606223,120802.54692606223,120802.54692606223
2022-09-07,118897.14712075485,118897.14712075485,118897.14712075485,118897.14712075485,118897.14712075485,118897.14712075485
2022-09-08,116311.23985223068,116311.23985223068,116311.23985223068,116311.23985223068,116311.23985223068,116311.23985223068
2022-09-09,115902.94510893119,115902.94510893119,115902.94510893119,115902.94510893119,115902.94510893119,115902.94510893119
2022-09-13,119441.54011182082,119441.54011182082,119441.54011182082,119441.54011182082,119441.54011182082,119441.54011182082
2022-09-14,117400.04205874694,117400.04205874694,117400.04205874694,117400.04205874694,117400.04205874694,117400.04205874694
2022-09-15,115086.34751014007,115086.34751014007,115086.34751014007,115086.34751014007,115086.34751014007,115086.34751014007
2022-09-16,114913.88215592068,114913.88215592068,114913.88215592068,114913.88215592068,114913.88215592068,114913.88215592068
2022-09-19,114926.79695044123,114926.79695044123,114926.79695044123,114926.79695044123,114926.79695044123,114926.79695044123
2022-09-20,114930.34188194809,114930.34188194809,114930.34188194809,114930.34188194809,114930.34188194809,114930.34188194809
2022-09-21,114933.88681345494,114933.88681345494,114933.88681345494,114933.88681345494,114933.88681345494,114933.88681345494
2022-09-22,114937.4317449618,114937.4317449618,114937.4317449618,114937.4317449618,114937.4317449618,114937.4317449618
2022-09-23,114940.97667646865,114940.97667646865,114940.97667646865,114940.97667646865,114940.97667646865,114940.97667646865
2022-09-26,114953.8914709892,114953.8914709892,114953.8914709892,114953.8914709892,114953.8914709892,114953.8914709892
2022-09-27,114957.43640249605,114957.43640249605,114957.43640249605,114957.43640249605,114957.43640249605,114957.43640249605
2022-09-28,114960.9813340029,114960.9813340029,114960.9813340029,114960.9813340029,114960.9813340029,114960.9813340029
2022-09-29,114964.52626550976,114964.52626550976,114964.52626550976,114964.52626550976,114964.52626550976,114964.52626550976
2022-09-30,114968.07119701662,114968.07119701662,114968.07119701662,114968.07119701662,114968.07119701662,114968.07119701662
2022-10-10,115013.78051208511,115013.78051208511,115013.78051208511,115013.78051208511,115013.78051208511,115013.78051208511
2022-10-11,114785.36908706825,114785.36908706825,114785.36908706825,114785.36908706825,114785.36908706825,114785.36908706825
2022-10-12,114847.90866692844,114847.90866692844,114847.90866692844,114847.90866692844,114847.90866692844,114847.90866692844
2022-10-13,114675.42789917745,114675.42789917745,114675.42789917745,114675.42789917745,114675.42789917745,114675.42789917745
2022-10-14,116255.84181649356,116255.84181649356,116255.84181649356,116255.84181649356,116255.84181649356,116255.84181649356
2022-10-17,113378.5181882451,113378.5181882451,113378.5181882451,113378.5181882451,113378.5181882451,113378.5181882451
2022-10-18,111897.31806541185,111897.31806541185,111897.31806541185,111897.31806541185,111897.31806541185,111897.31806541185
2022-10-19,111768.51972366075,111768.51972366075,111768.51972366075,111768.51972366075,111768.51972366075,111768.51972366075
2022-10-20,112283.72076774336,112283.72076774336,112283.72076774336,112283.72076774336,112283.72076774336,112283.72076774336
2022-10-21,112154.92242599229,112154.92242599229,112154.92242599229,112154.92242599229,112154.92242599229,112154.92242599229
2022-10-24,113056.51849532823,113056.51849532823,113056.51849532823,113056.51849532823,113056.51849532823,113056.51849532823
2022-10-25,112863.31714416246,112863.31714416246,112863.31714416246,112863.31714416246,112863.31714416246,112863.31714416246
2022-10-26,114537.71861816148,114537.71861816148,114537.71861816148,114537.71861816148,114537.71861816148,114537.71861816148
2022-10-27,113958.12224174239,113958.12224174239,113958.12224174239,113958.12224174239,113958.12224174239,113958.12224174239
2022-10-28,112992.11548591356,112992.11548591356,112992.11548591356,112992.11548591356,112992.11548591356,112992.11548591356
2022-10-31,114859.71831107835,114859.71831107835,114859.71831107835,114859.71831107835,114859.71831107835,114859.71831107835
2022-11-01,118144.11824966173,118144.11824966173,118144.11824966173,118144.11824966173,118144.11824966173,118144.11824966173
2022-11-02,117693.32021499376,117693.32021499376,117693.32021499376,117693.32021499376,117693.32021499376,117693.32021499376
2022-11-03,117564.52187324266,117564.52187324266,117564.52187324266,117564.52187324266,117564.52187324266,117564.52187324266
2022-11-04,117435.71585441331,117435.71585441331,117435.71585441331,117435.71585441331,117435.71585441331,117435.71585441331
2022-11-07,118079.71524024705,118079.71524024705,118079.71524024705,118079.71524024705,118079.71524024705,118079.71524024705
2022-11-08,118981.31898666124,118981.31898666124,118981.31898666124,118981.31898666124,118981.31898666124,118981.31898666124
2022-11-09,119110.11732841234,119110.11732841234,119110.11732841234,119110.11732841234,119110.11732841234,119110.11732841234
2022-11-10,120333.72076774336,120333.72076774336,120333.72076774336,120333.72076774336,120333.72076774336,120333.72076774336
2022-11-11,118401.72261024217,118401.72261024217,118401.72261024217,118401.72261024217,118401.72261024217,118401.72261024217
2022-11-14,116405.32144332628,116405.32144332628,116405.32144332628,116405.32144332628,116405.32144332628,116405.32144332628
2022-11-15,116212.1200921605,116212.1200921605,116212.1200921605,116212.1200921605,116212.1200921605,116212.1200921605
2022-11-16,116791.71646857957,116791.71646857957,116791.71646857957,116791.71646857957,116791.71646857957,116791.71646857957
2022-11-17,116147.71708274583,116147.71708274583,116147.71708274583,116147.71708274583,116147.71708274583,116147.71708274583
2022-11-18,115117.31499458055,115117.31499458055,115117.31499458055,115117.31499458055,115117.31499458055,115117.31499458055
2022-11-21,115696.91904807786,115696.91904807786,115696.91904807786,115696.91904807786,115696.91904807786,115696.91904807786
2022-11-22,116598.5151174138,116598.5151174138,116598.5151174138,116598.5151174138,116598.5151174138,116598.5151174138
2022-11-23,117950.91689849593,117950.91689849593,117950.91689849593,117950.91689849593,117950.91689849593,117950.91689849593
2022-11-24,119238.91567016343,119238.91567016343,119238.91567016343,119238.91567016343,119238.91567016343,119238.91567016343
2022-11-25,120333.72076774336,120333.72076774336,120333.72076774336,120333.72076774336,120333.72076774336,120333.72076774336
2022-11-28,118272.91659141282,118272.91659141282,118272.91659141282,118272.91659141282,118272.91659141282,118272.91659141282
2022-11-29,119303.31867957808,119303.31867957808,119303.31867957808,119303.31867957808,119303.31867957808,119303.31867957808
2022-11-30,119690.0042901496,119690.0042901496,119690.0042901496,119690.0042901496,119690.0042901496,119690.0042901496
2022-12-01,118264.15735257849,118264.15735257849,118264.15735257849,118264.15735257849,118264.15735257849,118264.15735257849
2022-12-02,118466.9571881255,118466.9571881255,118466.9571881255,118466.9571881255,118466.9571881255,118466.9571881255
2022-12-05,122733.78840507125,122733.78840507125,122733.78840507125,122733.78840507125,122733.78840507125,122733.78840507125
2022-12-06,119691.28405274005,119691.28405274005,119691.28405274005,119691.28405274005,119691.28405274005,119691.28405274005
2022-12-07,120786.58445895766,120786.58445895766,120786.58445895766,120786.58445895766,120786.58445895766,120786.58445895766
2022-12-08,124194.18411077117,124194.18411077117,124194.18411077117,124194.18411077117,124194.18411077117,124194.18411077117
2022-12-09,125289.49177087401,125289.49177087401,125289.49177087401,125289.49177087401,125289.49177087401,125289.49177087401
2022-12-12,124559.28666413878,124559.28666413878,124559.28666413878,124559.28666413878,124559.28666413878,124559.28666413878
2022-12-13,124315.88979781722,124315.88979781722,124315.88979781722,124315.88979781722,124315.88979781722,124315.88979781722
2022-12-14,124194.18411077117,124194.18411077117,124194.18411077117,124194.18411077117,124194.18411077117,124194.18411077117
2022-12-15,122003.58329833605,122003.58329833605,122003.58329833605,122003.58329833605,122003.58329833605,122003.58329833605
2022-12-16,123220.58213771437,123220.58213771437,123220.58213771437,123220.58213771437,123220.58213771437,123220.58213771437
2022-12-19,117987.48422683333,117987.48422683333,117987.48422683333,117987.48422683333,117987.48422683333,117987.48422683333
2022-12-20,116283.68440092658,116283.68440092658,116283.68440092658,116283.68440092658,116283.68440092658,116283.68440092658
2022-12-21,118109.18991387938,118109.18991387938,118109.18991387938,118109.18991387938,118109.18991387938,118109.18991387938
2022-12-22,120664.88602579688,120664.88602579688,120664.88602579688,120664.88602579688,120664.88602579688,120664.88602579688
2022-12-23,122368.68585170363,122368.68585170363,122368.68585170363,122368.68585170363,122368.68585170363,122368.68585170363
2022-12-26,121273.38544548606,121273.38544548606,121273.38544548606,121273.38544548606,121273.38544548606,121273.38544548606
2022-12-27,122003.58329833605,122003.58329833605,122003.58329833605,122003.58329833605,122003.58329833605,122003.58329833605
2022-12-28,123707.39037812804,123707.39037812804,123707.39037812804,123707.39037812804,123707.39037812804,123707.39037812804
2022-12-29,125046.08039678191,125046.08039678191,125046.08039678191,125046.08039678191,125046.08039678191,125046.08039678191
2022-12-30,124194.18411077117,124194.18411077117,124194.18411077117,124194.18411077117,124194.18411077117,124194.18411077117
2023-01-03,126019.6823698387,126019.6823698387,126019.6823698387,126019.6823698387,126019.6823698387,126019.6823698387
2023-01-04,129548.98770869829,129548.98770869829,129548.98770869829,129548.98770869829,129548.98770869829,129548.98770869829
2023-01-05,130765.98654807662,130765.98654807662,130765.98654807662,130765.98654807662,130765.98654807662,130765.98654807662
2023-01-06,128697.09142268752,128697.09142268752,128697.09142268752,128697.09142268752,128697.09142268752,128697.09142268752
2023-01-09,131861.27970040892,131861.27970040892,131861.27970040892,131861.27970040892,131861.27970040892,131861.27970040892
2023-01-10,131374.4859677658,131374.4859677658,131374.4859677658,131374.4859677658,131374.4859677658,131374.4859677658
2023-01-11,133808.4836465225,133808.4836465225,133808.4836465225,133808.4836465225,133808.4836465225,133808.4836465225
2023-01-12,131739.5885211334,131739.5885211334,131739.5885211334,131739.5885211334,131739.5885211334,131739.5885211334
2023-01-13,136972.68643201445,136972.68643201445,136972.68643201445,136972.68643201445,136972.68643201445,136972.68643201445
2023-01-16,138067.97958434673,138067.97958434673,138067.97958434673,138067.97958434673,138067.97958434673,138067.97958434673
2023-01-17,135268.87935222243,135268.87935222243,135268.87935222243,135268.87935222243,135268.87935222243,135268.87935222243
2023-01-18,135025.48248590087,135025.48248590087,135025.48248590087,135025.48248590087,135025.48248590087,135025.48248590087
2023-01-19,136120.79014600368,136120.79014600368,136120.79014600368,136120.79014600368,136120.79014600368,136120.79014600368
2023-01-20,136607.58387864684,136607.58387864684,136607.58387864684,136607.58387864684,136607.58387864684,136607.58387864684
2023-01-30,135147.18817294692,135147.18817294692,135147.18817294692,135147.18817294692,135147.18817294692,135147.18817294692
2023-01-31,129548.98770869829,129548.98770869829,129548.98770869829,129548.98770869829,129548.98770869829,129548.98770869829
2023-02-01,131467.67822910319,131467.67822910319,131467.67822910319,131467.67822910319,131467.67822910319,131467.67822910319
2023-02-02,131618.11866131844,131618.11866131844,131618.11866131844,131618.11866131844,131618.11866131844,131618.11866131844
2023-02-03,131622.19222296227,131622.19222296227,131622.19222296227,131622.19222296227,131622.19222296227,131622.19222296227
2023-02-06,131637.03290789376,131637.03290789376,131637.03290789376,131637.03290789376,131637.03290789376,131637.03290789376
2023-02-07,131641.1064695376,131641.1064695376,131641.1064695376,131641.1064695376,131641.1064695376,131641.1064695376
2023-02-08,131645.18003118143,131645.18003118143,131645.18003118143,131645.18003118143,131645.18003118143,131645.18003118143
2023-02-09,136077.24117997865,136077.24117997865,136077.24117997865,136077.24117997865,136077.24117997865,136077.24117997865
2023-02-10,136823.2404685376,136823.2404685376,136823.2404685376,136823.2404685376,136823.2404685376,136823.2404685376
2023-02-13,141896.03740934114,141896.03740934114,141896.03740934114,141896.03740934114,141896.03740934114,141896.03740934114
2023-02-14,141000.840041673,141000.840041673,141000.840041673,141000.840041673,141000.840041673,141000.840041673
2023-02-15,141000.840041673,141000.840041673,141000.840041673,141000.840041673,141000.840041673,141000.840041673
2023-02-16,142045.2443814633,142045.2443814633,142045.2443814633,142045.2443814633,142045.2443814633,142045.2443814633
2023-02-17,139956.44459489564,139956.44459489564,139956.44459489564,139956.44459489564,139956.44459489564,139956.44459489564
2023-02-20,143238.8379073499,143238.8379073499,143238.8379073499,143238.8379073499,143238.8379073499,143238.8379073499
2023-02-21,141150.03812078218,141150.03812078218,141150.03812078218,141150.03812078218,141150.03812078218,141150.03812078218
2023-02-22,140851.64196256382,140851.64196256382,140851.64196256382,140851.64196256382,140851.64196256382,140851.64196256382
2023-02-23,139210.4453063367,139210.4453063367,139210.4453063367,139210.4453063367,139210.4453063367,139210.4453063367
2023-02-24,137270.84359887816,137270.84359887816,137270.84359887816,137270.84359887816,137270.84359887816,137270.84359887816
2023-02-27,139061.2383342145,139061.2383342145,139061.2383342145,139061.2383342145,139061.2383342145,139061.2383342145
2023-02-28,139061.2383342145,139061.2383342145,139061.2383342145,139061.2383342145,139061.2383342145,139061.2383342145
2023-03-01,140404.0388322232,140404.0388322232,140404.0388322232,140404.0388322232,140404.0388322232,140404.0388322232
2023-03-02,139956.44459489564,139956.44459489564,139956.44459489564,139956.44459489564,139956.44459489564,139956.44459489564
2023-03-03,138912.04025510527,138912.04025510527,138912.04025510527,138912.04025510527,138912.04025510527,138912.04025510527
2023-03-06,138912.04025510527,138912.04025510527,138912.04025510527,138912.04025510527,138912.04025510527,138912.04025510527
2023-03-07,136226.43925908787,136226.43925908787,136226.43925908787,136226.43925908787,136226.43925908787,136226.43925908787
2023-03-08,135480.4399705289,135480.4399705289,135480.4399705289,135480.4399705289,135480.4399705289,135480.4399705289
2023-03-09,135128.30400703012,135128.30400703012,135128.30400703012,135128.30400703012,135128.30400703012,135128.30400703012
2023-03-10,135132.5019522356,135132.5019522356,135132.5019522356,135132.5019522356,135132.5019522356,135132.5019522356
2023-03-13,135147.79578785202,135147.79578785202,135147.79578785202,135147.79578785202,135147.79578785202,135147.79578785202
2023-03-14,135151.9937330575,135151.9937330575,135151.9937330575,135151.9937330575,135151.9937330575,135151.9937330575
2023-03-15,135156.19167826296,135156.19167826296,135156.19167826296,135156.19167826296,135156.19167826296,135156.19167826296
2023-03-16,135160.38962346842,135160.38962346842,135160.38962346842,135160.38962346842,135160.38962346842,135160.38962346842
2023-03-17,135164.5875686739,135164.5875686739,135164.5875686739,135164.5875686739,135164.5875686739,135164.5875686739
2023-03-20,135179.88140429033,135179.88140429033,135179.88140429033,135179.88140429033,135179.88140429033,135179.88140429033
2023-03-21,135184.0793494958,135184.0793494958,135184.0793494958,135184.0793494958,135184.0793494958,135184.0793494958
2023-03-22,135188.27729470126,135188.27729470126,135188.27729470126,135188.27729470126,135188.27729470126,135188.27729470126
2023-03-23,135192.47523990672,135192.47523990672,135192.47523990672,135192.47523990672,135192.47523990672,135192.47523990672
2023-03-24,135196.6731851122,135196.6731851122,135196.6731851122,135196.6731851122,135196.6731851122,135196.6731851122
2023-03-27,135211.96702072863,135211.96702072863,135211.96702072863,135211.96702072863,135211.96702072863,135211.96702072863
2023-03-28,135216.1649659341,135216.1649659341,135216.1649659341,135216.1649659341,135216.1649659341,135216.1649659341
2023-03-29,135220.36291113956,135220.36291113956,135220.36291113956,135220.36291113956,135220.36291113956,135220.36291113956
2023-03-30,135224.56085634502,135224.56085634502,135224.56085634502,135224.56085634502,135224.56085634502,135224.56085634502
2023-03-31,135228.7588015505,135228.7588015505,135228.7588015505,135228.7588015505,135228.7588015505,135228.7588015505
2023-04-03,135244.05263716693,135244.05263716693,135244.05263716693,135244.05263716693,135244.05263716693,135244.05263716693
2023-04-04,135248.2505823724,135248.2505823724,135248.2505823724,135248.2505823724,135248.2505823724,135248.2505823724
2023-04-06,135257.99647278336,135257.99647278336,135257.99647278336,135257.99647278336,135257.99647278336,135257.99647278336
2023-04-07,135262.19441798882,135262.19441798882,135262.19441798882,135262.19441798882,135262.19441798882,135262.19441798882
2023-04-10,135277.48825360526,135277.48825360526,135277.48825360526,135277.48825360526,135277.48825360526,135277.48825360526
2023-04-11,135281.68619881073,135281.68619881073,135281.68619881073,135281.68619881073,135281.68619881073,135281.68619881073
2023-04-12,135285.8841440162,135285.8841440162,135285.8841440162,135285.8841440162,135285.8841440162,135285.8841440162
2023-04-13,135290.08208922166,135290.08208922166,135290.08208922166,135290.08208922166,135290.08208922166,135290.08208922166
2023-04-14,135294.28003442712,135294.28003442712,135294.28003442712,135294.28003442712,135294.28003442712,135294.28003442712
2023-04-17,135309.57387004356,135309.57387004356,135309.57387004356,135309.57387004356,135309.57387004356,135309.57387004356
2023-04-18,135313.77181524903,135313.77181524903,135313.77181524903,135313.77181524903,135313.77181524903,135313.77181524903
2023-04-19,135317.9697604545,135317.9697604545,135317.9697604545,135317.9697604545,135317.9697604545,135317.9697604545
2023-04-20,135322.16770565996,135322.16770565996,135322.16770565996,135322.16770565996,135322.16770565996,135322.16770565996
2023-04-21,135326.36565086542,135326.36565086542,135326.36565086542,135326.36565086542,135326.36565086542,135326.36565086542
2023-04-24,135341.65948648186,135341.65948648186,135341.65948648186,135341.65948648186,135341.65948648186,135341.65948648186
2023-04-25,135345.85743168733,135345.85743168733,135345.85743168733,135345.85743168733,135345.85743168733,135345.85743168733
2023-04-26,135350.0553768928,135350.0553768928,135350.0553768928,135350.0553768928,135350.0553768928,135350.0553768928
2023-04-27,135354.25332209826,135354.25332209826,135354.25332209826,135354.25332209826,135354.25332209826,135354.25332209826
2023-04-28,135358.45126730372,135358.45126730372,135358.45126730372,135358.45126730372,135358.45126730372,135358.45126730372
2023-05-04,139181.49907370994,139181.49907370994,139181.49907370994,139181.49907370994,139181.49907370994,139181.49907370994
2023-05-05,140615.1050307412,140615.1050307412,140615.1050307412,140615.1050307412,140615.1050307412,140615.1050307412
2023-05-08,145274.29692527244,145274.29692527244,145274.29692527244,145274.29692527244,145274.29692527244,145274.29692527244
2023-05-09,143328.7036635537,143328.7036635537,143328.7036635537,143328.7036635537,143328.7036635537,143328.7036635537
2023-05-10,139847.09965964744,139847.09965964744,139847.09965964744,139847.09965964744,139847.09965964744,139847.09965964744
