,rich,no_dde,specific,joint,joint_valid,without_weak_edge_filter,without_emerging_trend,without_quality_extension,without_hot_exit_protection,without_all
2022-05-20,117109.9969255597,117109.9969255597,117109.9969255597,117109.9969255597,189786.16805624237,189786.16805624237,189786.16805624237,189786.16805624237,189786.16805624237,189786.16805624237
2022-05-23,117123.25158309394,117123.25158309394,117123.25158309394,117123.25158309394,189807.5794261054,189807.5794261054,189807.5794261054,189807.5794261054,189807.5794261054,189807.5794261054
2022-05-24,117126.88980227202,117126.88980227202,117126.88980227202,117126.88980227202,189813.45654939307,189813.45654939307,189813.45654939307,189813.45654939307,189813.45654939307,189813.45654939307
2022-05-25,117130.52802145011,117130.52802145011,117130.52802145011,117130.52802145011,189819.33367268075,189819.33367268075,189819.33367268075,189819.33367268075,189819.33367268075,189819.33367268075
2022-05-26,117134.1662406282,117134.1662406282,117134.1662406282,117134.1662406282,189825.21079596842,189825.21079596842,189825.21079596842,189825.21079596842,189825.21079596842,189825.21079596842
2022-05-27,117137.80445980628,117137.80445980628,117137.80445980628,117137.80445980628,189831.0879192561,189831.0879192561,189831.0879192561,189831.0879192561,189831.0879192561,189831.0879192561
2022-05-30,116878.53453238626,116878.53453238626,116878.53453238626,116878.53453238626,189579.97470416487,189579.97470416487,189579.97470416487,189579.97470416487,189579.97470416487,189579.97470416487
2022-05-31,117386.07810822535,117386.07810822535,117386.07810822535,117386.07810822535,190089.78828000397,190089.78828000397,190089.78828000397,190089.78828000397,190089.78828000397,190089.78828000397
2022-06-01,117116.30378005594,117116.30378005594,117116.30378005594,117116.30378005594,189822.25285594416,189822.25285594416,189822.25285594416,189822.25285594416,189822.25285594416,189822.25285594416
2022-06-02,117012.60838526602,117012.60838526602,117012.60838526602,117012.60838526602,189720.82746115423,189720.82746115423,189720.82746115423,189720.82746115423,189720.82746115423,189720.82746115423
2022-06-06,121171.02151917852,121171.02151917852,121171.02151917852,121171.02151917852,193907.96819781308,193907.96819781308,193907.96819781308,193907.96819781308,193907.96819781308,193907.96819781308
2022-06-07,122906.83130621085,122906.83130621085,122906.83130621085,122906.83130621085,195055.68742244248,195055.68742244248,195055.68742244248,195055.68742244248,195055.68742244248,195055.68742244248
2022-06-08,125724.47484616106,125724.47484616106,125724.47484616106,125724.47484616106,198978.6552422177,198978.6552422177,198978.6552422177,198978.6552422177,198978.6552422177,198978.6552422177
2022-06-09,123578.13610090973,123578.13610090973,123578.13610090973,123578.13610090973,195032.84833233975,195032.84833233975,195032.84833233975,195032.84833233975,195032.84833233975,195032.84833233975
2022-06-10,127787.73439419943,127787.73439419943,127787.73439419943,127787.73439419943,202435.05122701265,202435.05122701265,202435.05122701265,202435.05122701265,202435.05122701265,202435.05122701265
2022-06-13,130063.11301803886,130063.11301803886,130063.11301803886,130063.11301803886,206103.2977115346,206103.2977115346,206103.2977115346,206103.2977115346,206103.2977115346,206103.2977115346
2022-06-14,129857.45859586057,129857.45859586057,129857.45859586057,129857.45859586057,205772.89933976185,205772.89933976185,205772.89933976185,205772.89933976185,205772.89933976185,205772.89933976185
2022-06-15,128306.2521501666,128306.2521501666,128306.2521501666,128306.2521501666,203313.08911856663,203313.08911856663,203313.08911856663,203313.08911856663,203313.08911856663,203313.08911856663
2022-06-16,129635.86144887266,129635.86144887266,129635.86144887266,129635.86144887266,205421.50386389744,205421.50386389744,205421.50386389744,205421.50386389744,205421.50386389744,205421.50386389744
2022-06-17,135729.85563718138,135729.85563718138,135729.85563718138,135729.85563718138,215084.99464806568,215084.99464806568,215084.99464806568,215084.99464806568,215084.99464806568,215084.99464806568
2022-06-20,137835.06155453974,137835.06155453974,137835.06155453974,137835.06155453974,218423.30403145798,218423.30403145798,218423.30403145798,218423.30403145798,218423.30403145798,218423.30403145798
2022-06-21,135508.25849019346,135508.25849019346,135508.25849019346,135508.25849019346,214733.59917220127,214733.59917220127,214733.59917220127,214733.59917220127,214733.59917220127,214733.59917220127
2022-06-22,136394.6602865344,136394.6602865344,136394.6602865344,136394.6602865344,216139.20202073109,216139.20202073109,216139.20202073109,216139.20202073109,216139.20202073109,216139.20202073109
2022-06-23,141823.86303387937,141823.86303387937,141823.86303387937,141823.86303387937,224748.5063773061,224748.5063773061,224748.5063773061,224748.5063773061,224748.5063773061,224748.5063773061
2022-06-24,143264.26430188474,143264.26430188474,143264.26430188474,143264.26430188474,227032.60838803303,227032.60838803303,227032.60838803303,227032.60838803303,227032.60838803303,227032.60838803303
2022-06-27,143818.26377354917,143818.26377354917,143818.26377354917,143818.26377354917,227911.10755023014,227911.10755023014,227911.10755023014,227911.10755023014,227911.10755023014,227911.10755023014
2022-06-28,145037.05468617735,145037.05468617735,145037.05468617735,145037.05468617735,229843.79314002048,229843.79314002048,229843.79314002048,229843.79314002048,229843.79314002048,229843.79314002048
2022-06-29,138832.25532018006,138832.25532018006,138832.25532018006,138832.25532018006,220004.59414538398,220004.59414538398,220004.59414538398,220004.59414538398,220004.59414538398,220004.59414538398
2022-06-30,139940.2542635089,139940.2542635089,139940.2542635089,139940.2542635089,221761.59246977817,221761.59246977817,221761.59246977817,221761.59246977817,221761.59246977817,221761.59246977817
2022-07-01,138943.06049786863,138943.06049786863,138943.06049786863,138943.06049786863,220180.30235585224,220180.30235585224,220180.30235585224,220180.30235585224,220180.30235585224,220180.30235585224
2022-07-04,141713.05785619078,141713.05785619078,141713.05785619078,141713.05785619078,224572.7981668378,224572.7981668378,224572.7981668378,224572.7981668378,224572.7981668378,224572.7981668378
2022-07-05,142710.25162183103,142710.25162183103,142710.25162183103,142710.25162183103,226154.08828076374,226154.08828076374,226154.08828076374,226154.08828076374,226154.08828076374,226154.08828076374
2022-07-06,141602.25267850218,141602.25267850218,141602.25267850218,141602.25267850218,224397.0899563695,224397.0899563695,224397.0899563695,224397.0899563695,224397.0899563695,224397.0899563695
2022-07-07,146366.6639848834,146366.6639848834,146366.6639848834,146366.6639848834,231952.2078853513,231952.2078853513,231952.2078853513,231952.2078853513,231952.2078853513,231952.2078853513
2022-07-08,141934.6550031787,141934.6550031787,141934.6550031787,141934.6550031787,224924.19364270222,224924.19364270222,224924.19364270222,224924.19364270222,224924.19364270222,224924.19364270222
2022-07-11,136283.8551088458,136283.8551088458,136283.8551088458,136283.8551088458,215963.4938102628,215963.4938102628,215963.4938102628,215963.4938102628,215963.4938102628,215963.4938102628
2022-07-12,132849.05310117063,132849.05310117063,132849.05310117063,132849.05310117063,210516.79062661182,210516.79062661182,210516.79062661182,210516.79062661182,210516.79062661182,210516.79062661182
2022-07-13,136283.8551088458,136283.8551088458,136283.8551088458,136283.8551088458,215963.4938102628,215963.4938102628,215963.4938102628,215963.4938102628,215963.4938102628,215963.4938102628
2022-07-14,141380.65553151426,141380.65553151426,141380.65553151426,141380.65553151426,224045.6944805051,224045.6944805051,224045.6944805051,224045.6944805051,224045.6944805051,224045.6944805051
2022-07-15,139497.05996953306,139497.05996953306,139497.05996953306,139497.05996953306,221058.80151804935,221058.80151804935,221058.80151804935,221058.80151804935,221058.80151804935,221058.80151804935
2022-07-18,141159.05838452635,141159.05838452635,141159.05838452635,141159.05838452635,223694.2990046407,223694.2990046407,223694.2990046407,223694.2990046407,223694.2990046407,223694.2990046407
2022-07-19,138499.85299550352,138499.85299550352,138499.85299550352,138499.85299550352,219477.49045905125,219477.49045905125,219477.49045905125,219477.49045905125,219477.49045905125,219477.49045905125
2022-07-20,138167.4638792163,138167.4638792163,138167.4638792163,138167.4638792163,218950.40771779072,218950.40771779072,218950.40771779072,218950.40771779072,218950.40771779072,218950.40771779072
2022-07-21,135508.25849019346,135508.25849019346,135508.25849019346,135508.25849019346,214733.59917220127,214733.59917220127,214733.59917220127,214733.59917220127,214733.59917220127,214733.59917220127
2022-07-22,135840.66081486997,135840.66081486997,135840.66081486997,135840.66081486997,215260.70285853397,215260.70285853397,215260.70285853397,215260.70285853397,215260.70285853397,215260.70285853397
2022-07-25,133846.26007520017,133846.26007520017,133846.26007520017,133846.26007520017,212098.10168560993,212098.10168560993,212098.10168560993,212098.10168560993,212098.10168560993,212098.10168560993
2022-07-26,135175.85616551695,135175.85616551695,135175.85616551695,135175.85616551695,214206.49548586857,214206.49548586857,214206.49548586857,214206.49548586857,214206.49548586857,214206.49548586857
2022-07-27,135508.25849019346,135508.25849019346,135508.25849019346,135508.25849019346,214733.59917220127,214733.59917220127,214733.59917220127,214733.59917220127,214733.59917220127,214733.59917220127
2022-07-28,133624.66292821226,133624.66292821226,133624.66292821226,133624.66292821226,211746.70620974552,211746.70620974552,211746.70620974552,211746.70620974552,211746.70620974552,211746.70620974552
2022-07-29,133645.70481716385,133645.70481716385,133645.70481716385,133645.70481716385,211272.730701957,211272.730701957,211272.730701957,211272.730701957,211272.730701957,211272.730701957
2022-08-01,133660.7720774378,133660.7720774378,133660.7720774378,133660.7720774378,210932.3468920888,210932.3468920888,210932.3468920888,210932.3468920888,210932.3468920888,210932.3468920888
2022-08-02,133664.90783086247,133664.90783086247,133664.90783086247,133664.90783086247,210938.8770290751,210938.8770290751,210938.8770290751,210938.8770290751,210938.8770290751,210938.8770290751
2022-08-03,133669.04358428714,133669.04358428714,133669.04358428714,133669.04358428714,210945.40716606143,210945.40716606143,210945.40716606143,210945.40716606143,210945.40716606143,210945.40716606143
2022-08-04,133673.1793377118,133673.1793377118,133673.1793377118,133673.1793377118,210951.93730304774,210951.93730304774,210951.93730304774,210951.93730304774,210951.93730304774,210951.93730304774
2022-08-05,133677.31509113646,133677.31509113646,133677.31509113646,133677.31509113646,210958.46744003406,210958.46744003406,210958.46744003406,210958.46744003406,210958.46744003406,210958.46744003406
2022-08-08,133692.38235141043,133692.38235141043,133692.38235141043,133692.38235141043,210982.25785099296,210982.25785099296,210982.25785099296,210982.25785099296,210982.25785099296,210982.25785099296
2022-08-09,133696.5181048351,133696.5181048351,133696.5181048351,133696.5181048351,210988.78798797927,210988.78798797927,210988.78798797927,210988.78798797927,210988.78798797927,210988.78798797927
2022-08-10,133700.65385825976,133700.65385825976,133700.65385825976,133700.65385825976,210995.3181249656,210995.3181249656,210995.3181249656,210995.3181249656,210995.3181249656,210995.3181249656
2022-08-11,133704.78961168442,133704.78961168442,133704.78961168442,133704.78961168442,211001.8482619519,211001.8482619519,211001.8482619519,211001.8482619519,211001.8482619519,211001.8482619519
2022-08-12,133708.92536510908,133708.92536510908,133708.92536510908,133708.92536510908,211008.37839893822,211008.37839893822,211008.37839893822,211008.37839893822,211008.37839893822,211008.37839893822
2022-08-15,133723.99262538305,133723.99262538305,133723.99262538305,133723.99262538305,211032.28209756836,211032.28209756836,211032.28209756836,211032.28209756836,211032.28209756836,211032.28209756836
2022-08-16,133728.1283788077,133728.1283788077,133728.1283788077,133728.1283788077,211038.84333044506,211038.84333044506,211038.84333044506,211038.84333044506,211038.84333044506,211038.84333044506
2022-08-17,132771.67317082477,132771.67317082477,132771.67317082477,132771.67317082477,209528.70904319664,209528.70904319664,209528.70904319664,209528.70904319664,209528.70904319664,209528.70904319664
2022-08-18,131276.48128082347,131276.48128082347,131276.48128082347,131276.48128082347,207167.92184822937,207167.92184822937,207167.92184822937,207167.92184822937,207167.92184822937,207167.92184822937
2022-08-19,131089.5725469787,131089.5725469787,131089.5725469787,131089.5725469787,206872.80805819412,206872.80805819412,206872.80805819412,206872.80805819412,206872.80805819412,206872.80805819412
2022-08-22,129220.57432939601,129220.57432939601,129220.57432939601,129220.57432939601,203921.81087248703,203921.81087248703,203921.81087248703,203921.81087248703,203921.81087248703,203921.81087248703
2022-08-23,126603.9745967586,126603.9745967586,126603.9745967586,126603.9745967586,199790.41129463096,199790.41129463096,199790.41129463096,199790.41129463096,199790.41129463096,199790.41129463096
2022-08-24,127351.57611181331,127351.57611181331,127351.57611181331,127351.57611181331,200970.81368677993,200970.81368677993,200970.81368677993,200970.81368677993,200970.81368677993,200970.81368677993
2022-08-25,128659.88154818607,128659.88154818607,128659.88154818607,128659.88154818607,203036.5222703733,203036.5222703733,203036.5222703733,203036.5222703733,203036.5222703733,203036.5222703733
2022-08-26,129594.38065697742,129594.38065697742,129594.38065697742,129594.38065697742,204512.02086322685,204512.02086322685,204512.02086322685,204512.02086322685,204512.02086322685,204512.02086322685
2022-08-29,123987.3748641212,123987.3748641212,123987.3748641212,123987.3748641212,195659.0117167749,195659.0117167749,195659.0117167749,195659.0117167749,195659.0117167749,195659.0117167749
2022-08-30,123615.73114197775,123615.73114197775,123615.73114197775,123615.73114197775,195072.21630530068,195072.21630530068,195072.21630530068,195072.21630530068,195072.21630530068,195072.21630530068
2022-08-31,123619.5559364983,123619.5559364983,123619.5559364983,123619.5559364983,195078.28000393082,195078.28000393082,195078.28000393082,195078.28000393082,195078.28000393082,195078.28000393082
2022-09-01,124143.27314367845,124143.27314367845,124143.27314367845,124143.27314367845,195830.2602634194,195830.2602634194,195830.2602634194,195830.2602634194,195830.2602634194,195830.2602634194
2022-09-02,125271.27542963579,125271.27542963579,125271.27542963579,125271.27542963579,197624.58219524362,197624.58219524362,197624.58219524362,197624.58219524362,197624.58219524362,197624.58219524362
2022-09-05,124566.27610197618,124566.27610197618,124566.27610197618,124566.27610197618,196512.0832562063,196512.0832562063,196512.0832562063,196512.0832562063,196512.0832562063,196512.0832562063
2022-09-06,125130.27724495485,125130.27724495485,125130.27724495485,125130.27724495485,197402.08505984285,197402.08505984285,197402.08505984285,197402.08505984285,197402.08505984285,197402.08505984285
2022-09-07,123156.27744665697,123156.27744665697,123156.27744665697,123156.27744665697,194287.08537813165,194287.08537813165,194287.08537813165,194287.08537813165,194287.08537813165,194287.08537813165
2022-09-08,120477.26991644457,120477.26991644457,120477.26991644457,120477.26991644457,190059.57349534967,190059.57349534967,190059.57349534967,190059.57349534967,190059.57349534967,190059.57349534967
2022-09-09,120054.27536240175,120054.27536240175,120054.27536240175,120054.27536240175,189392.08208914736,189392.08208914736,189392.08208914736,189392.08208914736,189392.08208914736,189392.08208914736
2022-09-13,123720.27018538072,123720.27018538072,123720.27018538072,123720.27018538072,195177.07391973474,195177.07391973474,195177.07391973474,195177.07391973474,195177.07391973474,195177.07391973474
2022-09-14,121605.2722024019,121605.2722024019,121605.2722024019,121605.2722024019,191839.57710262277,191839.57710262277,191839.57710262277,191839.57710262277,191839.57710262277,191839.57710262277
2022-09-15,119208.2778500612,119208.2778500612,119208.2778500612,119208.2778500612,188057.08601470926,188057.08601470926,188057.08601470926,188057.08601470926,188057.08601470926,188057.08601470926
2022-09-16,115236.92701716653,115236.92701716653,115236.92701716653,115236.92701716653,181867.00969790976,181867.00969790976,181867.00969790976,181867.00969790976,181867.00969790976,181867.00969790976
2022-09-19,114161.9127233887,114161.9127233887,114161.9127233887,114161.9127233887,180199.51193685384,180199.51193685384,180199.51193685384,180199.51193685384,180199.51193685384,180199.51193685384
2022-09-20,114165.45765489555,114165.45765489555,114165.45765489555,114165.45765489555,180205.1091971278,180205.1091971278,180205.1091971278,180205.1091971278,180205.1091971278,180205.1091971278
2022-09-21,114169.0025864024,114169.0025864024,114169.0025864024,114169.0025864024,180210.70645740177,180210.70645740177,180210.70645740177,180210.70645740177,180210.70645740177,180210.70645740177
2022-09-22,114172.54751790926,114172.54751790926,114172.54751790926,114172.54751790926,180216.30371767574,180216.30371767574,180216.30371767574,180216.30371767574,180216.30371767574,180216.30371767574
2022-09-23,114176.09244941612,114176.09244941612,114176.09244941612,114176.09244941612,180221.9009779497,180221.9009779497,180221.9009779497,180221.9009779497,180221.9009779497,180221.9009779497
2022-09-26,114189.00724393666,114189.00724393666,114189.00724393666,114189.00724393666,180242.29275877163,180242.29275877163,180242.29275877163,180242.29275877163,180242.29275877163,180242.29275877163
2022-09-27,114192.55217544352,114192.55217544352,114192.55217544352,114192.55217544352,180247.8900190456,180247.8900190456,180247.8900190456,180247.8900190456,180247.8900190456,180247.8900190456
2022-09-28,114196.09710695037,114196.09710695037,114196.09710695037,114196.09710695037,180253.48727931955,180253.48727931955,180253.48727931955,180253.48727931955,180253.48727931955,180253.48727931955
2022-09-29,114199.64203845723,114199.64203845723,114199.64203845723,114199.64203845723,180259.08453959352,180259.08453959352,180259.08453959352,180259.08453959352,180259.08453959352,180259.08453959352
2022-09-30,114203.18696996408,114203.18696996408,114203.18696996408,114203.18696996408,180264.68179986748,180264.68179986748,180264.68179986748,180264.68179986748,180264.68179986748,180264.68179986748
2022-10-10,114248.89628503258,114248.89628503258,114248.89628503258,114248.89628503258,180336.85440260722,180336.85440260722,180336.85440260722,180336.85440260722,180336.85440260722,180336.85440260722
2022-10-11,114021.99520899184,114021.99520899184,114021.99520899184,114021.99520899184,179977.89995194468,179977.89995194468,179977.89995194468,179977.89995194468,179977.89995194468,179977.89995194468
2022-10-12,114085.67511512176,114085.67511512176,114085.67511512176,114085.67511512176,179942.37147260818,179942.37147260818,179942.37147260818,179942.37147260818,179942.37147260818,179942.37147260818
2022-10-13,113913.16325148035,113913.16325148035,113913.16325148035,113913.16325148035,179771.91193773388,179771.91193773388,179771.91193773388,179771.91193773388,179771.91193773388,179771.91193773388
2022-10-14,115493.54607290606,115493.54607290606,115493.54607290606,115493.54607290606,181354.3470879267,181354.3470879267,181354.3470879267,181354.3470879267,181354.3470879267,181354.3470879267
2022-10-17,112634.79942794253,112634.79942794253,112634.79942794253,112634.79942794253,177782.80068195352,177782.80068195352,177782.80068195352,177782.80068195352,177782.80068195352,177782.80068195352
2022-10-18,111165.09930606296,111165.09930606296,111165.09930606296,111165.09930606296,175574.8378200396,175574.8378200396,175574.8378200396,175574.8378200396,175574.8378200396,175574.8378200396
2022-10-19,111037.30095143725,111037.30095143725,111037.30095143725,111037.30095143725,175372.84042070946,175372.84042070946,175372.84042070946,175372.84042070946,175372.84042070946,175372.84042070946
2022-10-20,111548.50198741365,111548.50198741365,111548.50198741365,111548.50198741365,176180.84205816823,176180.84205816823,176180.84205816823,176180.84205816823,176180.84205816823,176180.84205816823
2022-10-21,111420.70363278798,111420.70363278798,111420.70363278798,111420.70363278798,175978.84465883815,175978.84465883815,175978.84465883815,175978.84465883815,175978.84465883815,175978.84465883815
2022-10-24,112315.29973264148,112315.29973264148,112315.29973264148,112315.29973264148,177392.83849428734,177392.83849428734,177392.83849428734,177392.83849428734,177392.83849428734,177392.83849428734
2022-10-25,112123.59839196614,112123.59839196614,112123.59839196614,112123.59839196614,177089.83637522304,177089.83637522304,177089.83637522304,177089.83637522304,177089.83637522304,177089.83637522304
2022-10-26,113784.99985452105,113784.99985452105,113784.99985452105,113784.99985452105,179715.83868692955,179715.83868692955,179715.83868692955,179715.83868692955,179715.83868692955,179715.83868692955
2022-10-27,113209.90344996858,113209.90344996858,113209.90344996858,113209.90344996858,178806.84436987477,178806.84436987477,178806.84436987477,178806.84436987477,178806.84436987477,178806.84436987477
2022-10-28,112251.39674659182,112251.39674659182,112251.39674659182,112251.39674659182,177291.83377455315,177291.83377455315,177291.83377455315,177291.83377455315,177291.83377455315,177291.83377455315
2022-10-31,114104.49954982213,114104.49954982213,114104.49954982213,114104.49954982213,180220.83820532405,180220.83820532405,180220.83820532405,180220.83820532405,180220.83820532405,180220.83820532405
2022-11-01,117363.39948888232,117363.39948888232,117363.39948888232,117363.39948888232,185371.8381090029,185371.8381090029,185371.8381090029,185371.8381090029,185371.8381090029,185371.8381090029
2022-11-02,116916.10143895556,116916.10143895556,116916.10143895556,116916.10143895556,184664.8411912783,184664.8411912783,184664.8411912783,184664.8411912783,184664.8411912783,184664.8411912783
2022-11-03,116788.30308432988,116788.30308432988,116788.30308432988,116788.30308432988,184462.8437919482,184462.8437919482,184462.8437919482,184462.8437919482,184462.8437919482,184462.8437919482
2022-11-04,116660.49711223056,116660.49711223056,116660.49711223056,116660.49711223056,184260.83435247978,184260.83435247978,184260.83435247978,184260.83435247978,184260.83435247978,184260.83435247978
2022-11-07,117299.49650283267,117299.49650283267,117299.49650283267,117299.49650283267,185270.83338926872,185270.83338926872,185270.83338926872,185270.83338926872,185270.83338926872,185270.83338926872
2022-11-08,118194.10022015979,118194.10022015979,118194.10022015979,118194.10022015979,186684.8392648562,186684.8392648562,186684.8392648562,186684.8392648562,186684.8392648562,186684.8392648562
2022-11-09,118321.89857478549,118321.89857478549,118321.89857478549,118321.89857478549,186886.83666418632,186886.83666418632,186886.83666418632,186886.83666418632,186886.83666418632,186886.83666418632
2022-11-10,119536.00198741365,119536.00198741365,119536.00198741365,119536.00198741365,188805.84205816823,188805.84205816823,188805.84205816823,188805.84205816823,188805.84205816823,188805.84205816823
2022-11-11,117619.00381560733,117619.00381560733,117619.00381560733,117619.00381560733,185775.84494780144,185775.84494780144,185775.84494780144,185775.84494780144,185775.84494780144,185775.84494780144
2022-11-14,115638.10265775134,115638.10265775134,115638.10265775134,115638.10265775134,182644.84311770042,182644.84311770042,182644.84311770042,182644.84311770042,182644.84311770042,182644.84311770042
2022-11-15,115446.401317076,115446.401317076,115446.401317076,115446.401317076,182341.84099863612,182341.84099863612,182341.84099863612,182341.84099863612,182341.84099863612,182341.84099863612
2022-11-16,116021.49772162845,116021.49772162845,116021.49772162845,116021.49772162845,183250.83531569084,183250.83531569084,183250.83531569084,183250.83531569084,183250.83531569084,183250.83531569084
2022-11-17,115382.49833102633,115382.49833102633,115382.49833102633,115382.49833102633,182240.8362789019,182240.8362789019,182240.8362789019,182240.8362789019,182240.8362789019,182240.8362789019
2022-11-18,114360.09625907351,114360.09625907351,114360.09625907351,114360.09625907351,180624.8330039843,180624.8330039843,180624.8330039843,180624.8330039843,180624.8330039843,180624.8330039843
2022-11-21,114935.20028109958,114935.20028109958,114935.20028109958,114935.20028109958,181533.8393611773,181533.8393611773,181533.8393611773,181533.8393611773,181533.8393611773,181533.8393611773
2022-11-22,115829.79638095309,115829.79638095309,115829.79638095309,115829.79638095309,182947.8331966265,182947.8331966265,182947.8331966265,182947.8331966265,182947.8331966265,182947.8331966265
2022-11-23,117171.69814820695,117171.69814820695,117171.69814820695,117171.69814820695,185068.83598993855,185068.83598993855,185068.83598993855,185068.83598993855,185068.83598993855,185068.83598993855
2022-11-24,118449.6969294112,118449.6969294112,118449.6969294112,118449.6969294112,187088.8340635165,187088.8340635165,187088.8340635165,187088.8340635165,187088.8340635165,187088.8340635165
2022-11-25,119536.00198741365,119536.00198741365,119536.00198741365,119536.00198741365,188805.84205816823,188805.84205816823,188805.84205816823,188805.84205816823,188805.84205816823,188805.84205816823
2022-11-28,117491.19784350804,117491.19784350804,117491.19784350804,117491.19784350804,185573.83550833308,185573.83550833308,185573.83550833308,185573.83550833308,185573.83550833308,185573.83550833308
2022-11-29,118513.59991546083,118513.59991546083,118513.59991546083,118513.59991546083,187189.83878325063,187189.83878325063,187189.83878325063,187189.83878325063,187189.83878325063,187189.83878325063
2022-11-30,119536.00198741365,119536.00198741365,119536.00198741365,119536.00198741365,188805.84205816823,188805.84205816823,188805.84205816823,188805.84205816823,188805.84205816823,188805.84205816823
2022-12-01,119088.6963200133,119088.6963200133,119088.6963200133,119088.6963200133,188098.8331003054,188098.8331003054,188098.8331003054,188098.8331003054,188098.8331003054,188098.8331003054
2022-12-02,118897.00259681155,118897.00259681155,118897.00259681155,118897.00259681155,187795.84302137932,187795.84302137932,187795.84302137932,187795.84302137932,187795.84302137932,187795.84302137932
2022-12-05,118002.39887948443,118002.39887948443,118002.39887948443,118002.39887948443,186381.83714579185,186381.83714579185,186381.83714579185,186381.83714579185,186381.83714579185,186381.83714579185
2022-12-06,118418.389489489,118418.389489489,118418.389489489,118418.389489489,187280.12818037224,187280.12818037224,187280.12818037224,187280.12818037224,187280.12818037224,187280.12818037224
2022-12-07,118926.53789894657,118926.53789894657,118926.53789894657,118926.53789894657,188567.37761588796,188567.37761588796,188567.37761588796,188567.37761588796,188567.37761588796,188567.37761588796
2022-12-08,119906.39139021399,119906.39139021399,119906.39139021399,119906.39139021399,191290.6027519754,191290.6027519754,191290.6027519754,191290.6027519754,191290.6027519754,191290.6027519754
2022-12-09,120072.72220446155,120072.72220446155,120072.72220446155,120072.72220446155,192161.4603081062,192161.4603081062,192161.4603081062,192161.4603081062,192161.4603081062,192161.4603081062
2022-12-12,118869.43607101993,118869.43607101993,118869.43607101993,118869.43607101993,190035.19287393577,190035.19287393577,190035.19287393577,190035.19287393577,190035.19287393577,190035.19287393577
2022-12-13,118873.10538608841,118873.10538608841,118873.10538608841,118873.10538608841,189922.19942587632,189922.19942587632,189922.19942587632,189922.19942587632,189922.19942587632,189922.19942587632
2022-12-14,118876.7747011569,118876.7747011569,118876.7747011569,118876.7747011569,189937.236412159,189937.236412159,189937.236412159,189937.236412159,189937.236412159,189937.236412159
2022-12-15,116532.82998779514,116532.82998779514,116532.82998779514,116532.82998779514,186191.43241479152,186191.43241479152,186191.43241479152,186191.43241479152,186191.43241479152,186191.43241479152
2022-12-16,117075.22300461032,117075.22300461032,117075.22300461032,117075.22300461032,187058.2212550854,187058.2212550854,187058.2212550854,187058.2212550854,187058.2212550854,187058.2212550854
2022-12-19,115583.6260435889,115583.6260435889,115583.6260435889,115583.6260435889,184674.52611162417,184674.52611162417,184674.52611162417,184674.52611162417,184674.52611162417,184674.52611162417
2022-12-20,111244.4253323386,111244.4253323386,111244.4253323386,111244.4253323386,177740.12497498744,177740.12497498744,177740.12497498744,177740.12497498744,177740.12497498744,177740.12497498744
2022-12-21,112600.42403915622,112600.42403915622,112600.42403915622,112600.42403915622,179907.1229083752,179907.1229083752,179907.1229083752,179907.1229083752,179907.1229083752,179907.1229083752
2022-12-22,115583.6260435889,115583.6260435889,115583.6260435889,115583.6260435889,184674.52611162417,184674.52611162417,184674.52611162417,184674.52611162417,184674.52611162417,184674.52611162417
2022-12-23,116261.62539699771,116261.62539699771,116261.62539699771,116261.62539699771,185758.02507831805,185758.02507831805,185758.02507831805,185758.02507831805,185758.02507831805,185758.02507831805
2022-12-26,114634.43018177249,114634.43018177249,114634.43018177249,114634.43018177249,183157.63272478335,183157.63272478335,183157.63272478335,183157.63272478335,183157.63272478335,183157.63272478335
2022-12-27,116804.02649620273,116804.02649620273,116804.02649620273,116804.02649620273,186624.82683493846,186624.82683493846,186624.82683493846,186624.82683493846,186624.82683493846,186624.82683493846
2022-12-28,115990.42888859012,115990.42888859012,115990.42888859012,115990.42888859012,185324.6306581711,185324.6306581711,185324.6306581711,185324.6306581711,185324.6306581711,185324.6306581711
2022-12-29,113482.79190321485,113482.79190321485,113482.79190321485,113482.79190321485,181317.22110575504,181317.22110575504,181317.22110575504,181317.22110575504,181317.22110575504,181317.22110575504
2022-12-30,114108.2838501505,114108.2838501505,114108.2838501505,114108.2838501505,182316.80823630161,182316.80823630161,182316.80823630161,182316.80823630161,182316.80823630161,182316.80823630161
2023-01-03,115359.28017159025,115359.28017159025,115359.28017159025,115359.28017159025,184316.0023576624,184316.0023576624,184316.0023576624,184316.0023576624,184316.0023576624,184316.0023576624
2023-01-04,120154.78056927244,120154.78056927244,120154.78056927244,120154.78056927244,191979.60299319096,191979.60299319096,191979.60299319096,191979.60299319096,191979.60299319096,191979.60299319096
2023-01-05,122031.28126521627,122031.28126521627,122031.28126521627,122031.28126521627,194978.40410536595,194978.40410536595,194978.40410536595,194978.40410536595,194978.40410536595,194978.40410536595
2023-01-06,119946.28325362722,119946.28325362722,119946.28325362722,119946.28325362722,191646.40728300877,191646.40728300877,191646.40728300877,191646.40728300877,191646.40728300877,191646.40728300877
2023-01-09,122656.78563972036,122656.78563972036,122656.78563972036,122656.78563972036,195978.01109618015,195978.01109618015,195978.01109618015,195978.01109618015,195978.01109618015,195978.01109618015
2023-01-10,122031.28126521627,122031.28126521627,122031.28126521627,122031.28126521627,194978.40410536595,194978.40410536595,194978.40410536595,194978.40410536595,194978.40410536595,194978.40410536595
