,baseline,observed_breadth,no_dde,specific_mapping,live_schema,simple_price
2022-08-29,119699.53447524345,139203.07546023256,119699.53447524345,119699.53447524345,119699.53447524345,102582.87586493767
2022-08-30,119340.61691587004,138785.69709063432,119340.61691587004,119340.61691587004,119340.61691587004,103272.27383775986
2022-08-31,119344.31732682894,138789.98832351103,119344.31732682894,119344.31732682894,119344.31732682894,101089.17455001152
2022-09-01,119849.84296731246,139377.9601870545,119849.84296731246,119849.84296731246,119849.84296731246,101204.0730707196
2022-09-02,120938.64517382873,140644.36275348745,120938.64517382873,120938.64517382873,120938.64517382873,102123.27493353165
2022-09-05,120258.1458228041,139852.86350832068,120258.1458228041,120258.1458228041,120258.1458228041,101548.77548141754
2022-09-06,120802.54692606223,140486.06479153715,120802.54692606223,120802.54692606223,120802.54692606223,102008.37641282356
2022-09-07,118897.14712075485,138269.86501798712,118897.14712075485,118897.14712075485,118897.14712075485,100399.77657718933
2022-09-08,116311.23985223068,135262.15656385504,116311.23985223068,116311.23985223068,116311.23985223068,98216.67044086731
2022-09-09,115902.94510893119,134787.26267800413,115902.94510893119,115902.94510893119,115902.94510893119,97871.97487874306
2022-09-13,119441.54011182082,138903.05686578833,119441.54011182082,119441.54011182082,119441.54011182082,100859.37066002167
2022-09-14,117400.04205874694,136528.559130288,117400.04205874694,117400.04205874694,117400.04205874694,99135.87230367935
2022-09-15,115086.34751014007,133837.46547088705,115086.34751014007,115086.34751014007,115086.34751014007,98531.91136797206
2022-09-16,114913.88215592068,133636.86836895518,114913.88215592068,114913.88215592068,114913.88215592068,95012.91472395198
2022-09-19,114926.79695044123,133651.93562922915,114926.79695044123,114926.79695044123,114926.79695044123,95012.91472395198
2022-09-20,114930.34188194809,133656.0713826538,114930.34188194809,114930.34188194809,114930.34188194809,94895.61390360132
2022-09-21,114933.88681345494,133660.20713607848,114933.88681345494,114933.88681345494,114933.88681345494,95951.31196459073
2022-09-22,114937.4317449618,133664.34288950314,114937.4317449618,114937.4317449618,114937.4317449618,96420.5152459933
2022-09-23,114940.97667646865,133668.4786429278,114940.97667646865,114940.97667646865,114940.97667646865,95482.10868318813
2022-09-26,114953.8914709892,133683.54590320177,114953.8914709892,114953.8914709892,114953.8914709892,94987.73024506825
2022-09-27,114957.43640249605,133687.68165662643,114957.43640249605,114957.43640249605,114957.43640249605,94876.05670813036
2022-09-28,114960.9813340029,133691.8174100511,114960.9813340029,114960.9813340029,114960.9813340029,95482.89966126498
2022-09-29,114964.52626550976,133695.95316347576,114964.52626550976,114964.52626550976,114964.52626550976,97371.05477901864
2022-09-30,114968.07119701662,133700.08891690042,114968.07119701662,114968.07119701662,114968.07119701662,95998.42098631492
2022-10-10,115013.78051208511,133753.416451147,115013.78051208511,115013.78051208511,115013.78051208511,96268.92072834603
2022-10-11,114785.36908706825,133487.02863049405,114785.36908706825,114785.36908706825,114785.36908706825,94970.51809706322
2022-10-12,114847.90866692844,133521.06005361103,114847.90866692844,114847.90866692844,114847.90866692844,95727.92124428382
2022-10-13,114675.42789917745,133349.17010777784,114675.42789917745,114675.42789917745,114675.42789917745,95944.31845821968
2022-10-14,116255.84181649356,134930.14375112136,116255.84181649356,116255.84181649356,116255.84181649356,97675.51551737421
2022-10-17,113378.5181882451,131666.23894815464,113378.5181882451,113378.5181882451,113378.5181882451,95241.01783909432
2022-10-18,111897.31806541185,129945.83880548496,111897.31806541185,111897.31806541185,111897.31806541185,93996.71773590676
2022-10-19,111768.51972366075,129796.24073152561,111768.51972366075,111768.51972366075,111768.51972366075,93652.24757954146
2022-10-20,112283.72076774336,130394.64194421786,112283.72076774336,112283.72076774336,112283.72076774336,93742.01066790923
2022-10-21,112154.92242599229,130245.04387025854,112154.92242599229,112154.92242599229,112154.92242599229,93797.37879822067
2022-10-24,113056.51849532823,131292.23930482884,113056.51849532823,113056.51849532823,113056.51849532823,93807.91455164533
2022-10-25,112863.31714416246,131067.8377354624,112863.31714416246,112863.31714416246,112863.31714416246,93810.80646945354
2022-10-26,114537.71861816148,133012.6394474985,114537.71861816148,114537.71861816148,114537.71861816148,94852.24466414317
2022-10-27,113958.12224174239,132339.44365625398,113958.12224174239,113958.12224174239,113958.12224174239,94616.44301504955
2022-10-28,112992.11548591356,131217.43580942173,112992.11548591356,112992.11548591356,112992.11548591356,92730.04856200084
2022-10-31,114859.71831107835,133386.63909082435,114859.71831107835,114859.71831107835,114859.71831107835,95166.64998621808
2022-11-01,118144.11824966173,137201.43901948948,118144.11824966173,118144.11824966173,118144.11824966173,94380.65073580608
2022-11-02,117693.32021499376,136677.84130220432,117693.32021499376,117693.32021499376,117693.32021499376,94066.24541373119
2022-11-03,117564.52187324266,136528.243228245,117564.52187324266,117564.52187324266,117564.52187324266,94459.24503893718
2022-11-04,117435.71585441331,136378.63623743076,117435.71585441331,117435.71585441331,117435.71585441331,95009.44264025554
2022-11-07,118079.71524024705,137126.63552408238,118079.71524024705,118079.71524024705,118079.71524024705,93280.24616331919
2022-11-08,118981.31898666124,138173.83987550755,118981.31898666124,118981.31898666124,118981.31898666124,93358.84983630046
2022-11-09,119110.11732841234,138323.4379494669,119110.11732841234,119110.11732841234,119110.11732841234,92572.85058588847
2022-11-10,120333.72076774336,139744.64194421784,120333.72076774336,120333.72076774336,120333.72076774336,90686.44676298961
2022-11-11,118401.72261024217,137500.64408426304,118401.72261024217,118401.72261024217,118401.72261024217,89072.55368716948
2022-11-14,116405.32144332628,135181.8427289011,116405.32144332628,116405.32144332628,116405.32144332628,85297.35626466504
2022-11-15,116212.1200921605,134957.44115953468,116212.1200921605,116212.1200921605,116212.1200921605,86584.36015136473
2022-11-16,116791.71646857957,135630.63695077915,116791.71646857957,116791.71646857957,116791.71646857957,86498.55614192718
2022-11-17,116147.71708274583,134882.63766412754,116147.71708274583,116147.71708274583,116147.71708274583,86755.95794208281
2022-11-18,115117.31499458055,133685.83523874302,115117.31499458055,115117.31499458055,115117.31499458055,85039.95957858794
2022-11-21,115696.91904807786,134359.0399468424,115696.91904807786,115696.91904807786,115696.91904807786,82637.55982406369
2022-11-22,116598.5151174138,135406.2353814127,116598.5151174138,116598.5151174138,116598.5151174138,82402.04282091827
2022-11-23,117950.91689849593,136977.037450123,117950.91689849593,117950.91689849593,117950.91689849593,83058.70439303371
2022-11-24,119238.91567016343,138473.03602342628,119238.91567016343,119238.91567016343,119238.91567016343,83792.38316928083
2022-11-25,120333.72076774336,139744.64194421784,120333.72076774336,120333.72076774336,120333.72076774336,84560.78674708537
2022-11-28,118272.91659141282,137351.03709344886,118272.91659141282,118272.91659141282,118272.91659141282,83114.38381587202
2022-11-29,119303.31867957808,138547.83951883332,119303.31867957808,119303.31867957808,119303.31867957808,83837.58528147868
2022-11-30,119690.0042901496,139100.92546662412,119690.0042901496,119690.0042901496,119690.0042901496,83916.48069519688
2022-12-01,118264.15735257849,137602.2776066592,118264.15735257849,118264.15735257849,118264.15735257849,82625.33545664423
2022-12-02,118466.9571881255,137773.8784637821,118466.9571881255,118466.9571881255,118466.9571881255,82908.28123256966
2022-12-05,122733.78840507125,142174.14964096673,122733.78840507125,122733.78840507125,122733.78840507125,86153.48017380042
2022-12-06,119691.28405274005,138677.9654460061,119691.28405274005,119691.28405274005,119691.28405274005,84018.4771196584
2022-12-07,120786.58445895766,139946.9659166444,120786.58445895766,120786.58445895766,120786.58445895766,84787.07740471167
2022-12-08,124194.18411077117,143894.96551324017,124194.18411077117,124194.18411077117,124194.18411077117,87178.27716038031
2022-12-09,125289.49177087401,145163.97438813336,125289.49177087401,125289.49177087401,125289.49177087401,87946.88253567023
2022-12-12,124559.28666413878,144317.9684715379,124559.28666413878,124559.28666413878,124559.28666413878,87434.47895214362
2022-12-13,124315.88979781722,144035.97210217602,124315.88979781722,124315.88979781722,124315.88979781722,88135.21563867362
2022-12-14,124194.18411077117,143894.96551324017,124194.18411077117,124194.18411077117,124194.18411077117,88449.81158832343
2022-12-15,122003.58329833605,141356.96457196365,122003.58329833605,122003.58329833605,122003.58329833605,86404.91916397841
2022-12-16,123220.58213771437,142766.96322728283,123220.58213771437,123220.58213771437,123220.58213771437,87034.11106327803
2022-12-19,117987.48422683333,136703.96564770825,117987.48422683333,117987.48422683333,117987.48422683333,86247.61181334288
2022-12-20,116283.68440092658,134729.9658494104,116283.68440092658,116283.68440092658,116283.68440092658,83101.61481360228
2022-12-21,118109.18991387938,136844.97223664413,118109.18991387938,118109.18991387938,118109.18991387938,83258.91278842719
2022-12-22,120664.88602579688,139805.9677319635,120664.88602579688,120664.88602579688,120664.88602579688,87820.6196890238
2022-12-23,122368.68585170363,141779.96753026135,122368.68585170363,122368.68585170363,122368.68585170363,86404.91916397841
2022-12-26,121273.38544548606,140510.9670596231,121273.38544548606,121273.38544548606,121273.38544548606,84989.21863893302
2022-12-27,122003.58329833605,141356.96457196365,122003.58329833605,122003.58329833605,122003.58329833605,87034.11106327803
2022-12-28,123707.39037812804,143330.9727745164,123707.39037812804,123707.39037812804,123707.39037812804,87506.01436356337
2022-12-29,125046.08039678191,144881.96121026165,125046.08039678191,125046.08039678191,125046.08039678191,85618.41991404326
2022-12-30,124194.18411077117,143894.96551324017,124194.18411077117,124194.18411077117,124194.18411077117,86090.31383851798
2023-01-03,126019.6823698387,146009.963496219,126019.6823698387,126019.6823698387,126019.6823698387,87034.11106327803
2023-01-04,129548.98770869829,150098.96968175063,129548.98770869829,129548.98770869829,129548.98770869829,88654.44668111755
2023-01-05,130765.98654807662,151508.96833706982,130765.98654807662,130765.98654807662,130765.98654807662,88917.46425936573
2023-01-06,128697.09142268752,149111.97398472912,128697.09142268752,128697.09142268752,128697.09142268752,88185.07495746436
2023-01-09,131861.27970040892,152777.96040345318,131861.27970040892,131861.27970040892,131861.27970040892,88955.07815704169
2023-01-10,131374.4859677658,152213.96766472943,131374.4859677658,131374.4859677658,131374.4859677658,90825.07375106635
2023-01-11,133808.4836465225,155033.96497536785,133808.4836465225,133808.4836465225,133808.4836465225,88625.07584914984
2023-01-12,131739.5885211334,152636.97062302715,131739.5885211334,131739.5885211334,131739.5885211334,88515.0772653562
2023-01-13,136972.68643201445,158699.96820260174,136972.68643201445,136972.68643201445,136972.68643201445,88955.07815704169
2023-01-16,138067.97958434673,159968.96026898507,138067.97958434673,138067.97958434673,138067.97958434673,88955.07815704169
2023-01-17,135268.87935222243,156725.96000004894,135268.87935222243,135268.87935222243,135268.87935222243,88405.07212505164
2023-01-18,135025.48248590087,156443.96363068707,135025.48248590087,135025.48248590087,135025.48248590087,91155.07605895819
2023-01-19,136120.79014600368,157712.97250558023,136120.79014600368,136120.79014600368,136120.79014600368,91925.0727020246
2023-01-20,136607.58387864684,158276.965244304,136607.58387864684,136607.58387864684,136607.58387864684,92145.0764261228
2023-01-30,135147.18817294692,156584.97021962292,135147.18817294692,135147.18817294692,135147.18817294692,91485.07181033911
2023-01-31,129548.98770869829,150098.96968175063,129548.98770869829,129548.98770869829,129548.98770869829,91705.07553443732
2023-02-01,131467.67822910319,152693.15955794853,131467.67822910319,131467.67822910319,131467.67822910319,93465.07254466834
2023-02-02,131618.11866131844,153094.3741889359,131618.11866131844,131618.11866131844,131618.11866131844,95005.07238731207
2023-02-03,131622.19222296227,153083.12781355096,131622.19222296227,131622.19222296227,131622.19222296227,96545.07222995581
2023-02-06,131637.03290789376,153100.4608272496,131637.03290789376,131637.03290789376,131637.03290789376,98195.07721290411
2023-02-07,131641.1064695376,153105.21849848249,131641.1064695376,131641.1064695376,131641.1064695376,100725.07742271243
2023-02-08,131645.18003118143,153109.97616971537,131645.18003118143,131645.18003118143,131645.18003118143,98415.0743804914
2023-02-09,136077.24117997865,158263.90171206833,136077.24117997865,136077.24117997865,136077.24117997865,101165.07831439795
2023-02-10,136823.2404685376,159131.40088475586,136823.2404685376,136823.2404685376,136823.2404685376,100395.07511482062
2023-02-13,141896.03740934114,165030.39732731224,141896.03740934114,141896.03740934114,141896.03740934114,102265.0772653562
2023-02-14,141000.840041673,163989.40038836838,141000.840041673,141000.840041673,141000.840041673,101495.07406577887
2023-02-15,141000.840041673,163989.40038836838,141000.840041673,141000.840041673,141000.840041673,103475.0748001081
2023-02-16,142045.2443814633,165203.9054349744,142045.2443814633,142045.2443814633,142045.2443814633,103585.0733839017
2023-02-17,139956.44459489564,162774.90568316818,139956.44459489564,139956.44459489564,139956.44459489564,100505.07369861426
2023-02-20,143238.8379073499,166591.897906431,143238.8379073499,143238.8379073499,143238.8379073499,105675.0727020246
2023-02-21,141150.03812078218,164162.8981546247,141150.03812078218,141150.03812078218,141150.03812078218,103585.0733839017
2023-02-22,140851.64196256382,163815.90262211207,140851.64196256382,140851.64196256382,140851.64196256382,102265.0772653562
2023-02-23,139210.4453063367,161907.40651048068,139210.4453063367,139210.4453063367,139210.4453063367,99845.07563934149
2023-02-24,137270.84359887816,159651.9045249307,137270.84359887816,137270.84359887816,137270.84359887816,100285.07653102698
2023-02-27,139061.2383342145,161733.89840281845,139061.2383342145,139061.2383342145,139061.2383342145,98415.0743804914
2023-02-28,139061.2383342145,161733.89840281845,139061.2383342145,139061.2383342145,139061.2383342145,99075.07243976416
2023-03-01,140404.0388322232,163295.39898193715,140404.0388322232,140404.0388322232,140404.0388322232,103695.07196769534
2023-03-02,139956.44459489564,162774.90568316818,139956.44459489564,139956.44459489564,139956.44459489564,105675.0727020246
2023-03-03,138912.04025510527,161560.4006365621,138912.04025510527,138912.04025510527,138912.04025510527,104685.07233485999
2023-03-06,138912.04025510527,161560.4006365621,138912.04025510527,138912.04025510527,138912.04025510527,103585.0733839017
2023-03-07,136226.43925908787,158437.3994783247,136226.43925908787,136226.43925908787,136226.43925908787,100835.0760065061
2023-03-08,135480.4399705289,157569.90030563716,135480.4399705289,135480.4399705289,135480.4399705289,100411.54208292694
2023-03-09,135128.30400703012,157160.4124392361,135128.30400703012,135128.30400703012,135128.30400703012,98891.73500647281
2023-03-10,135132.5019522356,157165.29449403062,135132.5019522356,135132.5019522356,135132.5019522356,96567.34361757967
2023-03-13,135147.79578785202,157183.08065841417,135147.79578785202,135147.79578785202,135147.79578785202,96601.76524139973
2023-03-14,135151.9937330575,157187.9627132087,135151.9937330575,135151.9937330575,135151.9937330575,95797.95391451687
2023-03-15,135156.19167826296,157192.8447680032,135156.19167826296,135156.19167826296,135156.19167826296,95483.98892823824
2023-03-16,135160.38962346842,157197.72682279773,135160.38962346842,135160.38962346842,135160.38962346842,93409.93785973504
2023-03-17,135164.5875686739,157202.60887759225,135164.5875686739,135164.5875686739,135164.5875686739,94924.56286743042
2023-03-20,135179.88140429033,157220.3950419758,135179.88140429033,135179.88140429033,135179.88140429033,97331.79942244437
2023-03-21,135184.0793494958,157225.27709677033,135184.0793494958,135184.0793494958,135184.0793494958,96764.8388085793
2023-03-22,135188.27729470126,157230.15915156485,135188.27729470126,135188.27729470126,135188.27729470126,95797.89386863285
2023-03-23,135192.47523990672,157235.04120635937,135192.47523990672,135192.47523990672,135192.47523990672,96401.19134906345
2023-03-24,135196.6731851122,157239.9232611539,135196.6731851122,135196.6731851122,135196.6731851122,96898.39841846042
2023-03-27,135211.96702072863,157257.70942553744,135211.96702072863,135211.96702072863,135211.96702072863,96242.99203876071
2023-03-28,135216.1649659341,157262.59148033196,135216.1649659341,135216.1649659341,135216.1649659341,95768.39410785251
2023-03-29,135220.36291113956,157267.47353512648,135220.36291113956,135220.36291113956,135220.36291113956,96107.39109042697
2023-03-30,135224.56085634502,157272.355589921,135224.56085634502,135224.56085634502,135224.56085634502,96288.19953921848
2023-03-31,135228.7588015505,157277.23764471553,135228.7588015505,135228.7588015505,135228.7588015505,97033.99936679416
2023-04-03,135244.05263716693,157295.02380909908,135244.05263716693,135244.05263716693,135244.05263716693,95678.00065997653
2023-04-04,135248.2505823724,157299.9058638936,135248.2505823724,135248.2505823724,135248.2505823724,96762.79747012668
2023-04-06,135257.99647278336,157311.23997348265,135257.99647278336,135257.99647278336,135257.99647278336,98141.3945389133
2023-04-07,135262.19441798882,157316.12202827717,135262.19441798882,135262.19441798882,135262.19441798882,98096.19781497531
2023-04-10,135277.48825360526,157333.90819266072,135277.48825360526,135277.48825360526,135277.48825360526,97169.6003151279
2023-04-11,135281.68619881073,157338.79024745524,135281.68619881073,135281.68619881073,135281.68619881073,97711.99333194309
2023-04-12,135285.8841440162,157343.67230224976,135285.8841440162,135285.8841440162,135285.8841440162,98389.99807361179
2023-04-13,135290.08208922166,157348.55435704428,135290.08208922166,135290.08208922166,135290.08208922166,98107.47589354517
2023-04-14,135294.28003442712,157353.4364118388,135294.28003442712,135294.28003442712,135294.28003442712,98110.52329080545
2023-04-17,135309.57387004356,157371.22257622235,135309.57387004356,135309.57387004356,135309.57387004356,98121.62548258627
2023-04-18,135313.77181524903,157376.10463101687,135313.77181524903,135313.77181524903,135313.77181524903,98124.67287984655
2023-04-19,135317.9697604545,157380.9866858114,135317.9697604545,135317.9697604545,135317.9697604545,98127.72027710683
2023-04-20,135322.16770565996,157385.86874060592,135322.16770565996,135322.16770565996,135322.16770565996,98130.7676743671
2023-04-21,135326.36565086542,157390.75079540044,135326.36565086542,135326.36565086542,135326.36565086542,98133.81507162738
2023-04-24,135341.65948648186,157408.536959784,135341.65948648186,135341.65948648186,135341.65948648186,98144.9172634082
2023-04-25,135345.85743168733,157413.4190145785,135345.85743168733,135345.85743168733,135345.85743168733,97711.45126746898
2023-04-26,135350.0553768928,157418.30106937303,135350.0553768928,135350.0553768928,135350.0553768928,97568.44458507304
2023-04-27,135354.25332209826,157423.18312416755,135354.25332209826,135354.25332209826,135354.25332209826,97711.45126746898
2023-04-28,135358.45126730372,157428.06517896208,135358.45126730372,135358.45126730372,135358.45126730372,99427.44622157817
2023-05-04,139181.49907370994,161878.2966494544,139181.49907370994,139181.49907370994,139181.49907370994,101170.99528476471
2023-05-05,140615.1050307412,163547.10358381108,140615.1050307412,140615.1050307412,140615.1050307412,102212.59961292022
2023-05-08,145274.29692527244,168970.69414853887,145274.29692527244,145274.29692527244,145274.29692527244,105597.79372379059
2023-05-09,143328.7036635537,166705.90199231938,143328.7036635537,143328.7036635537,143328.7036635537,104184.19861957306
2023-05-10,139847.09965964744,162653.09733152227,139847.09965964744,139847.09965964744,139847.09965964744,101654.59571048492
2023-05-11,139488.70122214744,162235.89915036992,139488.70122214744,139488.70122214744,139488.70122214744,101394.19684573883
2023-05-12,138823.10063620994,161461.09846830205,138823.10063620994,138823.10063620994,138823.10063620994,100910.59642001861
2023-05-15,138464.70219870994,161043.9002871497,138464.70219870994,138464.70219870994,138464.70219870994,100650.19755527252
2023-05-16,137440.70317527244,159851.9014239295,137440.70317527244,137440.70317527244,137440.70317527244,99906.19826480621
2023-05-17,136775.10258933494,159077.10074186162,136775.10258933494,136775.10258933494,136775.10258933494,99422.597839086
2023-05-18,138208.69633933494,160745.893466471,138208.69633933494,138208.69633933494,138208.69633933494,100464.19329807037
2023-05-19,136007.0972182412,158183.0944895728,136007.0972182412,136007.0972182412,136007.0972182412,98864.5939366507
2023-05-22,135495.09770652244,157587.0950579627,135495.09770652244,135495.09770652244,135495.09770652244,98492.59429141754
2023-05-23,133549.5044448037,155322.3029017432,133549.5044448037,133549.5044448037,133549.5044448037,97078.99918720001
2023-05-24,131399.10161277244,152819.09960508184,131399.10161277244,131399.10161277244,131399.10161277244,95516.5971295523
2023-05-25,130997.89699181054,152352.07235099337,130997.89699181054,130997.89699181054,130997.89699181054,95258.11857279848
2023-05-26,131001.93945756397,152356.79892633585,131001.93945756397,131001.93945756397,131001.93945756397,94710.61648425173
2023-05-29,131016.78014249548,152374.01865236324,131016.78014249548,131016.78014249548,131016.78014249548,97527.43479329365
2023-05-30,131020.85370413931,152378.74522770572,131020.85370413931,131020.85370413931,131020.85370413931,96927.43059712664
2023-05-31,130261.36297029738,151584.56491907386,130261.36297029738,130261.36297029738,130261.36297029738,96227.43364888444
2023-06-01,130447.1716527391,151776.81717372278,130447.1716527391,130447.1716527391,130447.1716527391,94527.43169385211
2023-06-02,131190.36208433396,152640.80605006556,131190.36208433396,131190.36208433396,131190.36208433396,94464.36261893222
2023-06-05,133605.76421064622,155448.80852198938,133605.76421064622,133605.76421064622,133605.76421064622,95066.24024989887
2023-06-06,133141.26465362794,154908.80903697351,133141.26465362794,133141.26465362794,133141.26465362794,91588.64183905406
2023-06-07,133791.57289308793,155664.81861567835,133791.57289308793,133791.57289308793,133791.57289308793,92747.83555152698
2023-06-08,133141.26465362794,154908.80903697351,133141.26465362794,133141.26465362794,133141.26465362794,91588.64183905406
2023-06-09,133884.46615976578,155772.81078791956,133884.46615976578,133884.46615976578,133884.46615976578,94486.63907530588
2023-06-12,134999.26288170106,157068.806977037,134999.26288170106,134999.26288170106,134999.26288170106,96225.43396237178
2023-06-13,136671.46350187546,159012.80769801477,136671.46350187546,136671.46350187546,136671.46350187546,98254.03375509066
2023-06-14,137135.96305889374,159552.80718303067,137135.96305889374,137135.96305889374,137135.96305889374,99413.2361042766
2023-06-15,136764.36784309632,159120.81274485926,136764.36784309632,136764.36784309632,136764.36784309632,99703.04100992961
2023-06-16,137879.1645650316,160416.8089339767,137879.1645650316,137879.1645650316,137879.1645650316,103180.6394207744
2023-06-19,137879.1645650316,160416.8089339767,137879.1645650316,137879.1645650316,137879.1645650316,106658.2378316192
2023-06-20,138157.86651415116,160740.81119990686,138157.86651415116,138157.86651415116,138157.86651415116,108397.04135539812
2023-06-21,137743.55151260277,160259.15328637374,137743.55151260277,137743.55151260277,137743.55151260277,104050.03686430735
2023-06-26,137770.33219753427,160290.42999870252,137770.33219753427,137770.33219753427,137770.33219753427,100282.63354780954
2023-06-27,137774.59233452057,160295.40534116825,137774.59233452057,137774.59233452057,137774.59233452057,101441.8358969955
2023-06-28,137778.85247150686,160300.380683634,137778.85247150686,137778.85247150686,137778.85247150686,98543.83866074367
2023-06-29,137783.11260849316,160305.35602609973,137783.11260849316,137783.11260849316,137783.11260849316,101152.03962805553
2023-06-30,137787.37274547946,160310.33136856547,137787.37274547946,137787.37274547946,137787.37274547946,103180.6394207744
2023-07-03,137802.89315643837,160328.45739596273,137802.89315643837,137802.89315643837,137802.89315643837,103470.43568971439
2023-07-04,137807.15329342466,160333.43273842847,137807.15329342466,137807.15329342466,137807.15329342466,105209.2392134933
2023-07-05,137811.41343041096,160338.4080808942,137811.41343041096,137811.41343041096,137811.41343041096,102890.8345151214
2023-07-06,137916.07656399487,160443.78641995756,137916.07656399487,137916.07656399487,137916.07656399487,103470.43568971439
2023-07-07,137514.7657557592,160043.15972131095,137514.7657557592,137514.7657557592,137514.7657557592,102311.23334052844
2023-07-10,137782.8295878212,160379.45330827276,137782.8295878212,137782.8295878212,137782.8295878212,102386.55129717095
2023-07-11,138400.23390567704,160962.43294657333,138400.23390567704,138400.23390567704,138400.23390567704,101987.75014352103
2023-07-12,140664.03338230058,163595.83233774765,140664.03338230058,140664.03338230058,140664.03338230058,103654.2497582366
2023-07-13,139635.0425413887,162398.8429921971,139635.0425413887,139635.0425413887,139635.0425413887,102896.75650071402
2023-07-14,139703.6375693123,162478.63720835312,139703.6375693123,139703.6375693123,139703.6375693123,102947.252840512
2023-07-17,141075.63626087114,164074.6356862889,141075.63626087114,141075.63626087114,141075.63626087114,103957.25187730094
2023-07-18,141281.4377001564,164314.03736055954,141281.4377001564,141281.4377001564,141281.4377001564,104108.7529368331
2023-07-19,144505.63298976823,168064.63188112839,144505.63298976823,144505.63298976823,144505.63298976823,106482.24946927329
2023-07-20,145534.64018619462,169261.64025248153,145534.64018619462,145534.64018619462,145534.64018619462,107239.75476693411
2023-07-21,144299.83155048295,167825.23020685776,144299.83155048295,144299.83155048295,144299.83155048295,106330.74840974112
2023-07-24,144574.24437320634,168144.445123087,144574.24437320634,144574.24437320634,144574.24437320634,106532.7578492095
2023-07-25,147249.6303728859,171256.62883699997,147249.6303728859,147249.6303728859,147249.6303728859,108502.24754285117
2023-07-26,148278.6375693123,172453.63720835312,148278.6375693123,148278.6375693123,148278.6375693123,109259.752840512
2023-07-27,149993.6441115181,174448.64481867416,149993.6441115181,149993.6441115181,149993.6441115181,110522.2576565673
2023-07-28,148278.6375693123,172453.63720835312,148278.6375693123,148278.6375693123,148278.6375693123,109259.752840512
2023-07-31,147592.63822353288,171655.63796938522,147592.63822353288,147592.63822353288,147592.63822353288,108754.75332211753
2023-08-01,149101.8433264534,173411.24390543564,149101.8433264534,149101.8433264534,149101.8433264534,108309.70661018947
2023-08-02,149444.83482158586,173810.23401201828,149444.83482158586,149444.83482158586,149444.83482158586,109728.69803294758
2023-08-03,147729.84463489457,171815.24542749985,147729.84463489457,147729.84463489457,147729.84463489457,111733.90541658024
2023-08-04,149239.03338230058,173570.83233774765,149239.03338230058,149239.03338230058,149239.03338230058,110675.59580192188
2023-08-07,147592.63822353288,171655.63796938522,147592.63822353288,147592.63822353288,147592.63822353288,107222.20042333224
2023-08-08,146975.23390567704,170937.43294657333,146975.23390567704,146975.23390567704,146975.23390567704,105049.89851102451
2023-08-09,150062.2391394417,174528.43903483017,150062.2391394417,150062.2391394417,150062.2391394417,105216.99967965703
2023-08-10,150268.04057872697,174767.8407091008,150268.04057872697,150268.04057872697,150268.04057872697,105662.60058269123
2023-08-11,151365.64280307695,176044.64329660995,151365.64280307695,151365.64280307695,151365.64280307695,105384.10084828953
2023-08-14,152257.44358814164,177082.04420984848,152257.44358814164,152257.44358814164,152257.44358814164,103657.399839016
2023-08-15,153492.2358683388,178518.43522966965,153492.2358683388,153492.2358683388,153492.2358683388,103323.19750175098
2023-08-16,153286.4344290535,178279.03355539902,153286.4344290535,153286.4344290535,153286.4344290535,105384.10084828953
2023-08-17,155756.03534496232,181151.83462084396,155756.03534496232,155756.03534496232,155756.03534496232,105216.99967965703
2023-08-18,157539.63691509172,183226.636447321,157539.63691509172,157539.63691509172,157539.63691509172,102710.5020700417
2023-08-21,160763.83220470353,186977.23096788986,160763.83220470353,160763.83220470353,160763.83220470353,99423.53453816065
2023-08-22,155893.24175632402,181311.4420789586,155893.24175632402,155893.24175632402,155893.24175632402,101074.63117421755
2023-08-23,155756.03534496232,181151.83462084396,155756.03534496232,155756.03534496232,155756.03534496232,99273.4364706386
2023-08-24,156853.6375693123,182428.63720835312,156853.6375693123,156853.6375693123,156853.6375693123,99274.52100988531
2023-08-25,160146.44424236222,186259.04497088058,160146.44424236222,160146.44424236222,160146.44424236222,99277.59950303599
2023-08-28,161724.24437320634,188094.445123087,161724.24437320634,161724.24437320634,161724.24437320634,99288.81498248805
2023-08-29,162753.2352141182,189291.43446863754,162753.2352141182,162753.2352141182,162753.2352141182,99291.89347563873
2023-08-30,162410.24371898576,188892.4443620549,162410.24371898576,162410.24371898576,162410.24371898576,98991.8062154005
2023-08-31,162753.2352141182,189291.43446863754,162753.2352141182,162753.2352141182,162753.2352141182,98586.33098294876
2023-09-01,161038.2286719124,187296.4268583165,161038.2286719124,161038.2286719124,161038.2286719124,98589.37838020903
2023-09-04,158088.42984950944,183865.02822817428,158088.42984950944,158088.42984950944,158088.42984950944,101089.32376963762
2023-09-05,159803.43639171525,185860.03583849533,159803.43639171525,159803.43639171525,159803.43639171525,101394.55556936294
2023-09-06,162273.03730762406,188732.83690394028,162273.03730762406,162273.03730762406,162273.03730762406,101694.85766954452
2023-09-07,162478.83874690934,188972.2385782109,162478.83874690934,162478.83874690934,162478.83874690934,101794.96234722168
2023-09-08,159460.42854106828,185461.02670611007,159460.42854106828,159460.42854106828,159460.42854106828,99692.8595788005
2023-09-11,161038.2286719124,187296.4268583165,161038.2286719124,161038.2286719124,161038.2286719124,100493.66120166809
2023-09-12,159254.64345729753,185221.64405764206,159254.64345729753,159254.64345729753,159254.64345729753,100293.46377916366
