,frozen_baseline,old_signal_raw_execution,economic_signal_raw_execution
2022-03-17,117524.25018220252,110895.93567934314,125865.4438285808
2022-03-18,121873.54943423576,115001.23497333804,130525.8430271129
2022-03-21,122016.15609793969,115135.84126320164,130678.65016746326
2022-03-22,123656.05623393363,116683.74139156619,132435.85031318467
2022-03-23,123299.55657391853,116347.2417124776,132053.85067748826
2022-03-24,123656.05623393363,116683.74139156619,132435.85031318467
2022-03-25,127078.45467000312,119914.13991537371,136103.04863738816
2022-03-28,124226.45738988229,117222.14248266499,133047.05155181693
2022-03-29,123156.94991021462,116212.63542261402,131901.04353713797
2022-03-30,123656.05623393363,116683.74139156619,132435.85031318467
2022-03-31,121873.54943423576,115001.23497333804,130525.8430271129
2022-04-01,120019.75630193061,113251.44145574847,128539.4503860454
2022-04-06,121780.10936531363,114879.79454964906,130468.1034105185
2022-04-07,120934.25806019307,114136.09281586666,129490.98752819319
2022-04-08,120937.98956704239,114139.63774737352,129481.55828886393
2022-04-11,120951.58408759034,114152.55254189407,129496.17239845297
2022-04-12,120955.31559443966,114156.09747340092,129500.18376831598
2022-04-13,122355.6512170556,115201.79707119465,129616.21714938276
2022-04-14,125116.45093495873,117324.19685432912,134665.21598208538
2022-04-15,123489.55131108788,116073.49714348317,134665.21598208538
2022-04-18,120334.34491689233,113647.90126392842,130228.21838963621
2022-04-19,122503.55225141076,115315.4978663683,130687.21248019331
2022-04-20,118214.44576318291,112018.19287846089,124414.22028649443
2022-04-21,115552.25065286187,109971.59663746358,121201.21605504148
2022-04-22,114936.13753686326,109466.46453318813,119339.02299729998
2022-04-25,114949.0523313838,109478.81288935251,119352.5042301767
2022-04-26,114952.59726289066,109482.2023414073,119356.2046411356
2022-04-27,114956.14219439751,109485.5917934621,119359.9050520945
2022-04-28,114959.68712590437,109488.98124551689,119363.6054630534
2022-04-29,114963.23205741122,109492.37069757168,119367.30587401231
2022-05-05,114990.20164645232,109518.15740990045,119395.45833976574
2022-05-06,114993.74657795917,109521.54686195524,119399.15875072464
2022-05-09,114747.2511693761,109286.96523097287,119143.42389653162
2022-05-10,113903.35683076833,108483.67061999571,118267.62977192836
2022-05-11,113321.35738580677,107929.67114833127,117663.63034794763
2022-05-12,114427.15355604145,108982.26750281583,118811.22637341455
2022-05-13,113263.15466611835,107874.26855948697,117603.22752545313
2022-05-16,112773.86661415716,107408.5201388916,117095.44404884735
2022-05-17,112777.34935388318,107411.84739916558,117099.08226802544
2022-05-18,112780.8320936092,107415.17465943955,117102.72048720352
2022-05-19,112784.31483333523,107418.50191971353,117106.35870638161
2022-05-20,112787.79757306125,107421.8291799875,117109.9969255597
2022-05-23,112800.48579223933,107433.95096080942,117123.25158309394
2022-05-24,112803.96853196535,107437.2782210834,117126.88980227202
2022-05-25,112807.45127169137,107440.60548135737,117130.52802145011
2022-05-26,112810.9340114174,107443.93274163135,117134.1662406282
2022-05-27,112814.41675114342,107447.26000190532,117137.80445980628
2022-05-30,112554.58038536723,107186.85719777297,116878.53453238626
2022-05-31,113061.99957764467,107694.12091059837,117386.07810822535
2022-06-01,112792.06977002321,107424.03562352485,117116.30378005594
2022-06-02,112688.24999167165,107320.02926983082,117012.60838526602
2022-06-06,116775.44326254407,111314.16420570615,121171.02151917852
2022-06-07,118436.85300608884,112879.47389307951,122906.83130621085
2022-06-08,121157.1637791207,115477.11764283806,125724.47484616106
2022-06-09,119054.5567064505,113427.51059114869,123578.13610090973
2022-06-10,123268.41930891771,117658.77304112338,127787.73439419943
2022-06-13,125579.99801505922,119969.28962565953,130063.11301803886
2022-06-14,125368.44992399095,119764.89225722844,129857.45859586057
2022-06-15,123870.44369935869,118334.08631183201,128306.2521501666
2022-06-16,125154.45267915605,119560.49488879734,129635.86144887266
2022-06-17,131039.4470667827,125181.48952819401,135729.85563718138
2022-06-20,133072.45278119916,127123.29498626283,137835.06155453974
2022-06-21,130825.4498219478,124977.09215976292,135508.25849019346
2022-06-22,131681.45155668136,125794.69381667668,136394.6602865344
2022-06-23,136924.4542098033,130802.49635078007,141823.86303387937
2022-06-24,138315.45543432113,132131.09752036625,143264.26430188474
2022-06-27,138850.45492410538,132642.09703303868,143818.26377354917
2022-06-28,140027.44614839432,133766.28865100438,145037.05468617735
2022-06-29,134035.44676065326,128043.0892357975,138832.25532018006
2022-06-30,135105.4457402217,129065.08826114231,139940.2542635089
2022-07-01,134142.45176076767,128145.29401160771,138943.06049786863
2022-07-04,136817.44920968887,130700.29157496983,141713.05785619078
2022-07-05,137780.4431891429,131620.08582450444,142710.25162183103
2022-07-06,136710.44420957443,130598.08679915959,141602.25267850218
2022-07-07,141311.45512819168,134992.6972279697,146366.6639848834
2022-07-08,137031.44645452377,130904.68894340092,141934.6550031787
2022-07-11,131574.44655656692,125692.48904086644,136283.8551088458
2022-07-12,128257.44461774705,122524.28718902165,132849.05310117063
2022-07-13,131574.44655656692,125692.48904086644,136283.8551088458
2022-07-14,136496.44696473953,130393.6894307285,141380.65553151426
2022-07-15,134677.4512505519,128656.29352428013,139497.05996953306
2022-07-18,136282.44971990463,130189.2920622974,141159.05838452635
2022-07-19,133714.4445157039,127736.48709155613,138499.85299550352
2022-07-20,133393.45502614853,127429.89713050419,138167.4638792163
2022-07-21,130825.4498219478,124977.09215976292,135508.25849019346
2022-07-22,131146.45206689712,125283.69430400425,135840.66081486997
2022-07-25,129220.45135259508,123444.09362174565,133846.26007520017
2022-07-26,130504.44757699846,124670.49001552159,135175.85616551695
2022-07-27,130825.4498219478,124977.09215976292,135508.25849019346
2022-07-28,129006.45410776018,123239.69625331456,133624.66292821226
2022-07-29,129026.77434348057,123259.10492705871,133645.70481716385
2022-08-01,129041.38845306961,123273.03931062036,133660.7720774378
2022-08-02,129045.39982293262,123276.8641051409,133664.90783086247
2022-08-03,129049.41119279564,123280.68889966146,133669.04358428714
2022-08-04,129053.42256265866,123284.51369418201,133673.1793377118
2022-08-05,129057.43393252167,123288.33848870256,133677.31509113646
2022-08-08,129072.0480421107,123302.2728722642,133692.38235141043
2022-08-09,129076.05941197372,123306.09766678476,133696.5181048351
2022-08-10,129080.07078183674,123309.92246130531,133700.65385825976
2022-08-11,129084.08215169975,123313.74725582586,133704.78961168442
2022-08-12,129088.09352156277,123317.57205034641,133708.92536510908
2022-08-15,129102.7076311518,123331.50643390806,133723.99262538305
2022-08-16,129106.71900101482,123335.33122842861,133728.1283788077
2022-08-17,128183.03283993041,122453.08923992791,132771.67317082477
2022-08-18,126739.04067221915,121073.89672073998,131276.48128082347
2022-08-19,126558.53223744666,120901.48866448083,131089.5725469787
2022-08-22,124753.5339588288,119177.49030861535,129220.57432939601
2022-08-23,122226.53421703613,116763.89055523553,126603.9745967586
2022-08-24,122948.53568021095,117453.49195274987,127351.57611181331
2022-08-25,124212.04093042648,118660.29696736016,128659.88154818607
2022-08-26,125114.5400697354,119522.2961452929,129594.38065697742
2022-08-29,119699.53447524345,114350.2908018557,123987.3748641212
2022-08-30,119340.61691587004,114007.47979223811,123615.73114197775
2022-08-31,119344.31732682894,114011.02472374497,123619.5559364983
2022-09-01,119849.84296731246,114494.27180338667,124143.27314367845
2022-09-02,120938.64517382873,115535.07391262816,125271.27542963579
2022-09-05,120258.1458228041,114884.5745329933,124566.27610197618
2022-09-06,120802.54692606223,115404.97558761404,125130.27724495485
2022-09-07,118897.14712075485,113583.57577372358,123156.27744665697
2022-09-08,116311.23985223068,111111.66882563398,120477.26991644457
2022-09-09,115902.94510893119,110721.37385059164,120054.27536240175
2022-09-13,119441.54011182082,114103.96907378004,123720.27018538072
2022-09-14,117400.04205874694,112152.47093487547,121605.2722024019
2022-09-15,115086.34751014007,109940.77614594267,119208.2778500612
2022-09-16,114913.88215592068,109775.91396678072,115236.92701716653
2022-09-19,114926.79695044123,109788.2623229451,114161.9127233887
2022-09-20,114930.34188194809,109791.65177499989,114165.45765489555
2022-09-21,114933.88681345494,109795.04122705468,114169.0025864024
2022-09-22,114937.4317449618,109798.43067910947,114172.54751790926
2022-09-23,114940.97667646865,109801.82013116426,114176.09244941612
2022-09-26,114953.8914709892,109814.16848732864,114189.00724393666
2022-09-27,114957.43640249605,109817.55793938343,114192.55217544352
2022-09-28,114960.9813340029,109820.94739143823,114196.09710695037
2022-09-29,114964.52626550976,109824.33684349302,114199.64203845723
2022-09-30,114968.07119701662,109827.7262955478,114203.18696996408
2022-10-10,115013.78051208511,109871.43081609576,114248.89628503258
2022-10-11,114785.36908706825,109652.85220736892,114021.99520899184
2022-10-12,114847.90866692844,109722.80390798236,114085.67511512176
2022-10-13,114675.42789917745,109550.16766077932,113913.16325148035
2022-10-14,116255.84181649356,111130.42609864337,115493.54607290606
2022-10-17,113378.5181882451,108360.28253509145,112634.79942794253
2022-10-18,111897.31806541185,106945.78241778951,111165.09930606296
2022-10-19,111768.51972366075,106822.78400136571,111037.30095143725
2022-10-20,112283.72076774336,107314.7849984322,111548.50198741365
2022-10-21,112154.92242599229,107191.78658200843,111420.70363278798
2022-10-24,113056.51849532823,108052.7828283463,112315.29973264148
2022-10-25,112863.31714416246,107868.28153802497,112123.59839196614
2022-10-26,114537.71861816148,109467.28294564824,113784.99985452105
2022-10-27,113958.12224174239,108913.78640605549,113209.90344996858
2022-10-28,112992.11548591356,107991.27995444875,112251.39674659182
2022-10-31,114859.71831107835,109774.7826523934,114104.49954982213
2022-11-01,118144.11824966173,112911.28259374242,117363.39948888232
2022-11-02,117693.32021499376,112480.78447057348,116916.10143895556
2022-11-03,117564.52187324266,112357.78605414969,116788.30308432988
2022-11-04,117435.71585441331,112234.78030635457,116660.49711223056
2022-11-07,118079.71524024705,112849.77971984487,117299.49650283267
2022-11-08,118981.31898666124,113710.78329755407,118194.10022015979
2022-11-09,119110.11732841234,113833.78171397786,118321.89857478549
2022-11-10,120333.72076774336,115002.2849984322,119536.00198741365
2022-11-11,118401.72261024217,113157.28675796132,117619.00381560733
2022-11-14,116405.32144332628,111250.78564359288,115638.10265775134
2022-11-15,116212.1200921605,111066.28435327155,115446.401317076
2022-11-16,116791.71646857957,111619.78089286428,116021.49772162845
2022-11-17,116147.71708274583,111004.78147937398,115382.49833102633
2022-11-18,115117.31499458055,110020.77948524099,114360.09625907351
2022-11-21,115696.91904807786,110574.28335620504,114935.20028109958
2022-11-22,116598.5151174138,111435.27960254293,115829.79638095309
2022-11-23,117950.91689849593,112726.78130342106,117171.69814820695
2022-11-24,119238.91567016343,113956.78013040168,118449.6969294112
2022-11-25,120333.72076774336,115002.2849984322,119536.00198741365
2022-11-28,118272.91659141282,113034.28101016623,117491.19784350804
2022-11-29,119303.31867957808,114018.2830042992,118513.59991546083
2022-11-30,119690.0042901496,114357.97894654369,119536.00198741365
2022-12-01,118264.15735257849,112952.73226231616,119088.6963200133
2022-12-02,118466.9571881255,113164.73181848426,118897.00259681155
2022-12-05,122733.78840507125,117318.7729795732,118002.39887948443
2022-12-06,119691.28405274005,114411.26882036107,118418.389489489
2022-12-07,120786.58445895766,115457.96920855422,118926.53789894657
2022-12-08,124194.18411077117,118714.36887581725,119906.39139021399
2022-12-09,125289.49177087401,119761.07619603057,120072.72220446155
2022-12-12,124559.28666413878,119063.27131588836,118869.43607101993
2022-12-13,124315.88979781722,118830.67431052108,118873.10538608841
2022-12-14,124194.18411077117,118714.36887581725,118876.7747011569
2022-12-15,122003.58329833605,116620.96809943102,116532.82998779514
2022-12-16,123220.58213771437,117783.96699030776,117075.22300461032
2022-12-19,117987.48422683333,112783.06898672957,115583.6260435889
2022-12-20,116283.68440092658,111154.86915309807,111244.4253323386
2022-12-21,118109.18991387938,112899.37442143341,112600.42403915622
2022-12-22,120664.88602579688,115341.6707058706,115583.6260435889
2022-12-23,122368.68585170363,116969.8705395021,116261.62539699771
2022-12-26,121273.38544548606,115923.17015130898,114634.43018177249
2022-12-27,122003.58329833605,116620.96809943102,116804.02649620273
2022-12-28,123707.39037812804,118249.17486508269,115990.42888859012
2022-12-29,125046.08039678191,119528.46532662291,113482.79190321485
2022-12-30,124194.18411077117,118714.36887581725,114108.2838501505
2023-01-03,126019.6823698387,120458.8672121324,115359.28017159025
2023-01-04,129548.98770869829,123831.57231409929,120154.78056927244
2023-01-05,130765.98654807662,124994.57120497603,122031.28126521627
2023-01-06,128697.09142268752,123017.4758632936,119946.28325362722
2023-01-09,131861.27970040892,126041.26466114898,122656.78563972036
2023-01-10,131374.4859677658,125576.07065041442,122031.28126521627
2023-01-11,133808.4836465225,127902.06843216796,122031.28126521627
2023-01-12,131739.5885211334,125924.97309048552,118903.7842478327
2023-01-13,136972.68643201445,130925.87109406371,120571.78762813131
2023-01-16,138067.97958434673,131972.56455023662,118903.7842478327
2023-01-17,135268.87935222243,129297.66432841201,119529.28862233678
2023-01-18,135025.48248590087,129065.06732304473,120363.29031248609
2023-01-19,136120.79014600368,130111.77464325802,119320.79130669156
2023-01-20,136607.58387864684,130576.9686539926,122031.28126521627
2023-01-30,135147.18817294692,129181.37275774856,122656.78563972036
2023-01-31,129548.98770869829,123831.57231409929,119320.79130669156
2023-02-01,131467.67822910319,125561.26301474863,124324.78902001897
2023-02-02,131618.11866131844,125697.19938740975,125158.79071016828
2023-02-03,131622.19222296227,125701.08637371112,123282.29001422445
2023-02-06,131637.03290789376,125715.24733261522,118903.7842478327
2023-02-07,131641.1064695376,125719.1343189166,120154.78056927244
2023-02-08,131645.18003118143,125723.02130521796,118278.2798733286
2023-02-09,136077.24117997865,129953.084111966,121614.28663392583
2023-02-10,136823.2404685376,130665.08343294989,117235.78086753408
2023-02-13,141896.03740934114,135506.68051318062,117235.78086753408
2023-02-14,141000.840041673,134652.28302554024,117507.97316355407
2023-02-15,141000.840041673,134652.28302554024,117511.61138273215
2023-02-16,142045.2443814633,135649.08716753847,117515.24960191024
2023-02-17,139956.44459489564,133655.48737124336,117518.88782108833
2023-02-20,143238.8379073499,136788.2809884919,117532.14247862257
2023-02-21,141150.03812078218,134794.68119219673,117535.78069780066
2023-02-22,140851.64196256382,134509.88485888374,117539.41891697874
2023-02-23,139210.4453063367,132943.48805025948,117543.05713615683
2023-02-24,137270.84359887816,131092.28642062077,117546.69535533492
2023-02-27,139061.2383342145,132801.08139590156,117559.95001286916
2023-02-28,139061.2383342145,132801.08139590156,118022.93200376816
2023-03-01,140404.0388322232,134082.6818712128,118552.43149879761
2023-03-02,139956.44459489564,133655.48737124336,119187.83594253846
2023-03-03,138912.04025510527,132658.683229245,119399.63321569751
2023-03-06,138912.04025510527,132658.683229245,120988.13170078583
2023-03-07,136226.43925908787,130095.48227862251,118446.53917434995
2023-03-08,135480.4399705289,129383.48295763863,118976.0386693794
2023-03-09,135128.30400703012,129047.39608631004,117175.73028686832
2023-03-10,135132.5019522356,129051.40745617305,114422.34048727341
2023-03-13,135147.79578785202,129066.02156576209,114250.82365437796
2023-03-14,135151.9937330575,129070.0329356251,114254.36858588482
2023-03-15,135156.19167826296,129074.04430548812,114257.91351739167
2023-03-16,135160.38962346842,129078.05567535113,114261.45844889853
2023-03-17,135164.5875686739,129082.06704521415,114265.00338040538
2023-03-20,135179.88140429033,129096.68115480318,114277.91817492593
2023-03-21,135184.0793494958,129100.6925246662,114281.46310643278
2023-03-22,135188.27729470126,129104.70389452922,114285.00803793964
2023-03-23,135192.47523990672,129108.71526439223,114288.5529694465
2023-03-24,135196.6731851122,129112.72663425525,114292.09790095335
2023-03-27,135211.96702072863,129127.34074384428,114305.0126954739
2023-03-28,135216.1649659341,129131.3521137073,114308.55762698075
2023-03-29,135220.36291113956,129135.36348357031,114312.1025584876
2023-03-30,135224.56085634502,129139.37485343333,114315.64748999446
2023-03-31,135228.7588015505,129143.38622329634,114319.19242150131
2023-04-03,135244.05263716693,129158.00033288538,114332.10721602186
2023-04-04,135248.2505823724,129162.0117027484,114335.65214752872
2023-04-06,135257.99647278336,129171.32444247442,114343.88201054241
2023-04-07,135262.19441798882,129175.33581233743,114347.42694204926
2023-04-10,135277.48825360526,129189.94992192647,114360.34173656981
2023-04-11,135281.68619881073,129193.96129178948,114363.88666807667
2023-04-12,135285.8841440162,129197.9726616525,114367.43159958352
2023-04-13,135290.08208922166,129201.98403151552,114370.97653109037
2023-04-14,135294.28003442712,129205.99540137853,114374.52146259723
2023-04-17,135309.57387004356,129220.60951096757,114387.43625711778
2023-04-18,135313.77181524903,129224.62088083058,114390.98118862463
2023-04-19,135317.9697604545,129228.6322506936,114394.52612013149
2023-04-20,135322.16770565996,129232.64362055661,114398.07105163834
2023-04-21,135326.36565086542,129236.65499041963,114401.6159831452
2023-04-24,135341.65948648186,129251.26910000866,114414.53077766574
2023-04-25,135345.85743168733,129255.28046987168,114418.0757091726
2023-04-26,135350.0553768928,129259.2918397347,114421.62064067945
2023-04-27,135354.25332209826,129263.30320959771,114425.1655721863
2023-04-28,135358.45126730372,129267.31457946073,114428.71050369316
2023-05-04,139181.49907370994,132396.19772740046,114455.68009273426
2023-05-05,140615.1050307412,133577.79257603327,114459.22502424111
2023-05-08,145274.29692527244,137417.995956618,114472.13981876166
2023-05-09,143328.7036635537,135814.3914491717,114475.68475026851
2023-05-10,139847.09965964744,132944.7881490771,114479.22968177537
2023-05-11,139488.70122214744,132649.3894369189,114482.77461328222
2023-05-12,138823.10063620994,132100.78895397822,114486.31954478908
2023-05-15,138464.70219870994,131805.39024182002,114108.19386919262
2023-05-16,137440.70317527244,130961.39104672115,113376.19456728222
2023-05-17,136775.10258933494,130412.79056378048,112900.39414842846
2023-05-18,138208.69633933494,131594.39547367732,113925.198406775
2023-05-19,136007.0972182412,129779.79619808834,112351.39903505566
2023-05-22,135495.09770652244,129357.7966005389,111985.39938410046
2023-05-23,133549.5044448037,127754.19209309261,110594.5954747987
2023-05-24,131399.10161277244,125981.78975887936,109057.39345033886
2023-05-25,130997.89699181054,125624.78291456887,108747.76192186105
2023-05-26,131001.93945756397,125628.66990087024,108751.12027802544
2023-05-29,131016.78014249548,125642.83085977435,108763.35534651858
2023-05-30,131020.85370413931,125646.71784607571,108766.71370268297
2023-05-31,130261.36297029738,124919.0954427298,108136.37122804056
2023-06-01,130447.1716527391,125097.10376067719,108290.57843381296
2023-06-02,131190.36208433396,125809.09459395966,108907.37049275766
2023-06-05,133605.76421064622,128123.096631008,110911.97225743662
2023-06-06,133141.26465362794,127678.09705539307,110526.47262507807
2023-06-07,133791.57289308793,128301.10494895538,111066.17946320902
2023-06-08,133141.26465362794,127678.09705539307,110526.47262507807
2023-06-09,133884.46615976578,128390.09849830231,111143.27387505899
2023-06-12,134999.26288170106,129458.09535785278,112068.47115451227
2023-06-13,136671.46350187546,131060.09595199188,113456.2716692103
2023-06-14,137135.96305889374,131505.09552760684,113841.77130156886
2023-06-15,136764.36784309632,131149.10011096558,113533.3752720965
2023-06-16,137879.1645650316,132217.09697051605,114458.57255154978
2023-06-19,137879.1645650316,132217.09697051605,114458.57255154978
2023-06-20,138157.86651415116,132484.09883781036,114689.87416917215
2023-06-21,137743.55151260277,132087.1770386951,114346.02393645544
2023-06-26,137770.33219753427,132112.98032636635,114368.30859398968
2023-06-27,137774.59233452057,132117.0849839006,114371.85352549654
2023-06-28,137778.85247150686,132121.18964143484,114375.3984570034
2023-06-29,137783.11260849316,132125.2942989691,114378.94338851025
2023-06-30,137787.37274547946,132129.39895650334,114382.4883200171
2023-07-03,137802.89315643837,132144.35292910607,114395.40311453765
2023-07-04,137807.15329342466,132148.45758664032,114398.9480460445
2023-07-05,137811.41343041096,132152.56224417457,114402.49297755136
2023-07-06,137916.07656399487,132257.06989830642,114506.44090565582
2023-07-07,137514.7657557592,131855.5725147283,114104.3837960503
2023-07-10,137782.8295878212,132096.84175284716,114263.20565853601
2023-07-11,138400.23390567704,132688.14588816973,114775.30923996454
2023-07-12,140664.03338230058,134856.2453869185,116653.00880585199
2023-07-13,139635.0425413887,133870.75415881487,115799.5164028216
2023-07-14,139703.6375693123,133936.44939692828,115856.41227875238
2023-07-17,141075.63626087114,135250.44814380023,116994.41119347101
2023-07-18,141281.4377001564,135447.54952224108,117165.11238728052
2023-07-19,144505.63298976823,138535.4450109801,119839.40848026758
2023-07-20,145534.64018619462,139520.95190318438,120692.91444931513
2023-07-21,144299.83155048295,138338.34363253924,119668.70728645807
2023-07-24,144574.24437320634,138601.15591319415,119896.31792221552
2023-07-25,147249.6303728859,141163.442504724,122115.40630970483
2023-07-26,148278.6375693123,142148.94939692828,122968.91227875238
2023-07-27,149993.6441115181,143791.45566256854,124391.41770515924
2023-07-28,148278.6375693123,142148.94939692828,122968.91227875238
2023-07-31,147592.63822353288,141491.9500234923,122399.91282139307
2023-08-01,149101.8433264534,142937.3549106917,123651.71705399042
2023-08-02,149444.83482158586,143265.84676535937,123936.2099996615
2023-08-03,147729.84463489457,141623.35616381976,122513.71813927179
2023-08-04,149239.03338230058,143068.7453869185,123765.50880585199
2023-08-07,147592.63822353288,141491.9500234923,122399.91282139307
2023-08-08,146975.23390567704,140900.64588816973,121887.80923996454
2023-08-09,150062.2391394417,143857.15090068194,124448.31358109003
2023-08-10,150268.04057872697,144054.2522791228,124619.01477489954
2023-08-11,151365.64280307695,145105.45440944048,125529.41661987787
2023-08-14,152257.44358814164,145959.55516131732,126269.11727104669
2023-08-15,153492.2358683388,147142.1477678618,127293.3108678866
2023-08-16,153286.4344290535,146945.04638942095,127122.60967407709
2023-08-17,155756.03534496232,149310.2472666106,129171.01043377405
2023-08-18,157539.63691509172,151018.44877036425,130650.4117361117
2023-08-21,160763.83220470353,154106.34425910327,133324.70782909874
2023-08-22,155893.24175632402,149441.65340693804,129284.81575165277
2023-08-23,155756.03534496232,149310.2472666106,129171.01043377405
2023-08-24,156853.6375693123,150361.44939692828,130081.41227875238
2023-08-25,160146.44424236222,153515.05578788134,132812.61781368736
2023-08-28,161724.24437320634,155026.15591319415,134121.3179222155
2023-08-29,162753.2352141182,156011.64714129778,134974.8103252459
2023-08-30,162410.24371898576,155683.15528663012,134690.31737957482
2023-08-31,162753.2352141182,156011.64714129778,134974.8103252459
2023-09-01,161038.2286719124,154369.14087565753,133552.30489883904
2023-09-04,158088.42984950944,151544.04200347277,131105.60587559227
2023-09-05,159803.43639171525,153186.54826911303,132528.11130199913
2023-09-06,162273.03730762406,155551.74914630267,134576.5120616961
2023-09-07,162478.83874690934,155748.85052474352,134747.2132555056
2023-09-08,159460.42854106828,152858.04075034472,132243.6047903109
2023-09-11,161038.2286719124,154369.14087565753,133552.30489883904
2023-09-12,159254.64345729753,152660.9550360045,132072.91716251854
2023-09-13,156716.4311579506,150230.04325660082,129967.60696087366
2023-09-14,155893.24175632402,149441.65340693804,129284.81575165277
2023-09-15,159186.03207385942,152595.24413379046,132016.0077205706
2023-09-18,157951.23979366227,151412.65152724597,130991.81412373071
2023-09-19,154452.63168132707,148061.94375785204,128089.9073949862
2023-09-20,156167.63822353288,149704.4500234923,129512.41282139307
2023-09-21,154589.83809268876,148193.3498981795,128203.71271286493
2023-09-22,155138.6310271065,148718.94313128802,128658.90685234552
2023-09-25,154589.83809268876,148193.3498981795,128203.71271286493
2023-09-26,155933.4940292742,149480.20405318923,128330.78604205827
2023-09-27,155938.3138922879,149484.83734086045,127480.28009399156
2023-09-28,155943.1337553016,149489.47062853168,128954.48139175157
2023-10-09,156011.65224845227,149555.33679291524,130371.98679908495
2023-10-10,156016.50320735638,149559.97008058647,127763.78658279161
2023-10-11,156021.35416626048,149564.6033682577,126402.97706588487
2023-10-12,156026.2051251646,149569.23665592892,125760.6172180122
2023-10-13,156031.0560840687,149573.86994360015,125764.50420431356
2023-10-16,156048.72896078104,149590.74980661384,125778.66516321767
2023-10-17,156053.57991968514,149595.38309428506,125782.55214951903
2023-10-18,156058.43087858925,149600.0163819563,125786.4391358204
2023-10-19,156063.28183749336,149604.6496696275,125790.32612212177
2023-10-20,156068.13279639746,149609.28295729874,125794.21310842314
2023-10-23,156085.8056731098,149626.16282031243,125808.37406732724
2023-10-24,156090.6566320139,149630.79610798365,125812.26105362861
2023-10-25,156095.50759091802,149635.42939565488,125816.14803992998
2023-10-26,156100.35854982212,149640.0626833261,125820.03502623134
2023-10-27,156105.20950872623,149644.69597099733,125823.92201253271
2023-10-30,156122.88238543857,149661.57583401102,125838.08297143682
2023-10-31,156127.73334434268,149666.20912168224,125841.96995773818
2023-11-01,156132.58430324678,149670.84240935347,125845.85694403955
2023-11-02,156137.4352621509,149675.4756970247,125849.74393034092
2023-11-03,156142.286221055,149680.10898469592,125853.63091664229
2023-11-06,156159.95909776734,149696.9888477096,125867.79187554639
2023-11-07,154855.5304051657,148392.34248387508,124562.399210342
2023-11-08,155545.562128302,149052.00391644263,125111.207549376
2023-11-09,154366.0672705139,147922.20884197968,124162.71168450783
2023-11-10,152007.0675115551,145662.6090728643,122265.71187834215
2023-11-13,150827.56261038434,144532.80437821167,121317.2079370446
2023-11-14,152007.0675115551,145662.6090728643,122265.71187834215
2023-11-15,153523.5680739845,147115.20961159485,123485.21233062218
2023-11-16,150490.56694912564,144210.0085341336,121046.21142606209
2023-11-17,150659.064779755,144371.40645617264,121181.70968155334
2023-11-20,150659.064779755,144371.40645617264,121181.70968155334
2023-11-21,150153.5612444843,143887.20306986588,120775.2068386502
2023-11-22,147120.5701630081,140982.0116125943,118336.21401051948
2023-11-23,149479.5699219669,143241.61138170975,120233.21381668518
2023-11-24,148300.06502079617,142111.8066870572,119284.70987538765
2023-11-27,148637.07072543752,142434.61215132492,119555.71446279953
2023-11-28,147922.77809766599,141660.51959793817,118927.60231290504
2023-11-29,147396.08106695855,141171.20959699358,118437.57710648101
2023-11-30,148080.81474912376,141855.75670381635,119121.40900782432
2023-12-01,146854.1725573219,140628.927936672,117913.10740120438
2023-12-04,145382.73412843037,139250.29469972735,116857.10383064774
2023-12-05,141412.89414179433,135470.45465110248,113776.46355390394
2023-12-06,141954.76509002308,135977.3257519191,114154.53521624402
2023-12-07,140646.88659204237,134744.70555215425,113197.91475326507
2023-12-08,143024.38794690193,136995.84535783852,114989.05499763953
2023-12-11,143829.6962457207,137761.15357559497,115619.83253398532
2023-12-12,144996.08386287323,138897.54098293916,116800.63297191256
2023-12-13,146540.8304018854,140436.57750137345,118112.63172069186
2023-12-14,148331.63645695438,142152.583303528,119555.8366004526
2023-12-15,146540.8304018854,140436.57750137345,118112.63172069186
2023-12-18,147517.63723324527,141372.58404739396,118899.83722606295
2023-12-19,148331.63645695438,142152.583303528,119555.8366004526
2023-12-20,148820.03016899814,142620.57727821366,119949.43153300876
2023-12-21,146866.43591355078,140748.58278282185,118375.03616252537
2023-12-22,147680.4351372599,141528.58203895588,119031.03553691502
2023-12-25,147843.23304127448,141684.58003051777,119162.23384776707
2023-12-26,148820.03016899814,142620.57727821366,119949.43153300876
2023-12-27,149471.2314886927,143244.57854278584,120474.23259654637
2023-12-28,148982.83777664887,142776.5845681001,120080.63766399019
2023-12-29,148820.03016899814,142620.57727821366,119949.43153300876
2024-01-02,148331.63645695438,142152.583303528,119555.8366004526
2024-01-03,145889.63878582706,139812.5855351259,117587.83847728366
2024-01-04,145238.43746613254,139188.58427055375,117063.03741374606
2024-01-05,144092.36010912442,138090.20535301205,116139.2613545369
2024-01-08,143661.16198900723,137675.80715965267,115790.66287431229
2024-01-09,143630.36422136807,137646.2093050384,115765.76467904556
2024-01-10,143075.96034410977,137113.40557884212,115317.56154450882
2024-01-11,143075.96034410977,137113.40557884212,115317.56154450882
2024-01-12,143537.95623186612,137557.40162681576,115691.05822000015
2024-01-15,144369.55470446133,138356.60015892025,116363.35698518265
2024-01-16,143283.95098940583,137315.63318677447,115488.2447382589
2024-01-17,143127.55300299375,137165.73511667748,115362.2463604589
2024-01-18,143440.34897581788,137465.53125687144,115614.24311605889
2024-01-19,146881.15128771518,140763.33347268606,118386.24497858484
